SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99994.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
99991.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
99987.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0
99985.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,0.0,0.0
99979.0,5.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0
99974.0,4.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,22.0,0.0,0.0
99966.0,5.0,16.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,30.0,0.0,0.0
99954.0,5.0,22.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,39.0,0.0,0.0
99938.0,10.0,28.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,62.0,52.0,0.0,0.0
99921.0,14.0,36.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,12.0,79.0,67.0,0.0,0.0
99906.0,21.0,35.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,15.0,94.0,79.0,0.0,0.0
99885.0,26.0,42.0,2.0,24.0,3.0,0.0,0.0,0.0,0.0,18.0,115.0,97.0,0.0,0.0
99859.0,33.0,46.0,5.0,33.0,2.0,0.0,0.0,0.0,0.0,22.0,141.0,119.0,0.0,0.0
99815.0,42.0,59.0,9.0,39.0,3.0,0.0,0.0,0.0,0.0,33.0,185.0,152.0,0.0,0.0
99785.0,49.0,69.0,11.0,34.0,2.0,0.0,0.0,0.0,0.0,50.0,215.0,165.0,0.0,0.0
99742.0,52.0,88.0,10.0,40.0,4.0,0.0,0.0,0.0,0.0,64.0,258.0,194.0,0.0,0.0
99692.0,65.0,94.0,13.0,45.0,8.0,0.0,0.0,0.0,0.0,83.0,308.0,225.0,0.0,0.0
99623.0,81.0,113.0,18.0,61.0,9.0,1.0,0.0,0.0,0.0,94.0,377.0,283.0,0.0,0.0
99528.0,90.0,140.0,37.0,78.0,11.0,0.0,0.0,0.0,0.0,116.0,472.0,356.0,0.0,0.0
99429.0,112.0,177.0,42.0,83.0,13.0,0.0,0.0,0.0,0.0,144.0,571.0,427.0,0.0,0.0
99330.0,137.0,200.0,48.0,87.0,18.0,0.0,0.0,0.0,0.0,180.0,670.0,490.0,0.0,0.0
99179.0,163.0,250.0,51.0,110.0,28.0,0.0,0.0,0.0,0.0,219.0,821.0,602.0,0.0,0.0
99010.0,206.0,288.0,61.0,147.0,30.0,1.0,0.0,0.0,0.0,257.0,990.0,733.0,0.0,0.0
98782.0,250.0,360.0,71.0,192.0,43.0,1.0,0.0,0.0,0.0,301.0,1218.0,917.0,0.0,0.0
98515.0,308.0,451.0,82.0,209.0,52.0,1.0,0.0,0.0,0.0,382.0,1485.0,1103.0,0.0,0.0
98215.0,377.0,557.0,97.0,230.0,57.0,2.0,0.0,0.0,0.0,465.0,1785.0,1320.0,0.0,0.0
97864.0,449.0,632.0,113.0,300.0,68.0,2.0,0.0,0.0,0.0,572.0,2136.0,1564.0,0.0,0.0
97413.0,552.0,758.0,132.0,391.0,79.0,4.0,0.0,1.0,0.0,670.0,2587.0,1916.0,0.0,0.0
96885.0,674.0,912.0,154.0,472.0,92.0,3.0,0.0,1.0,0.0,807.0,3115.0,2307.0,0.0,0.0
96263.0,813.0,1069.0,184.0,567.0,108.0,6.0,0.0,2.0,0.0,988.0,3737.0,2747.0,0.0,0.0
95529.0,963.0,1287.0,217.0,652.0,123.0,8.0,0.0,2.0,0.0,1219.0,4471.0,3250.0,0.0,0.0
94619.0,1140.0,1542.0,279.0,791.0,138.0,6.0,0.0,2.0,0.0,1483.0,5381.0,3896.0,0.0,0.0
93580.0,1346.0,1844.0,328.0,947.0,165.0,4.0,0.0,5.0,0.0,1781.0,6420.0,4634.0,0.0,0.0
92373.0,1562.0,2196.0,406.0,1095.0,196.0,7.0,0.0,6.0,0.0,2159.0,7627.0,5462.0,0.0,0.0
90996.0,1843.0,2562.0,471.0,1299.0,247.0,9.0,0.0,7.0,0.0,2566.0,9004.0,6431.0,0.0,0.0
89373.0,2101.0,3021.0,526.0,1556.0,309.0,16.0,0.0,8.0,0.0,3090.0,10627.0,7529.0,0.0,0.0
87519.0,2460.0,3499.0,603.0,1838.0,365.0,18.0,0.0,9.0,0.0,3689.0,12481.0,8783.0,0.0,0.0
85375.0,2881.0,4056.0,700.0,2152.0,428.0,24.0,1.0,12.0,0.0,4371.0,14625.0,10242.0,0.0,0.0
82988.0,3273.0,4631.0,804.0,2533.0,495.0,24.0,1.0,16.0,1.0,5234.0,17012.0,11762.0,0.0,0.0
80383.0,3759.0,5134.0,923.0,2944.0,569.0,27.0,3.0,18.0,0.0,6240.0,19617.0,13359.0,0.0,0.0
77501.0,4278.0,5624.0,1054.0,3458.0,649.0,37.0,1.0,24.0,0.0,7374.0,22499.0,15101.0,0.0,0.0
74216.0,4799.0,6304.0,1178.0,3987.0,751.0,44.0,1.0,30.0,0.0,8690.0,25784.0,17064.0,0.0,0.0
70770.0,5307.0,6911.0,1305.0,4478.0,876.0,47.0,5.0,32.0,0.0,10269.0,29230.0,18929.0,0.0,0.0
67220.0,5770.0,7443.0,1352.0,5023.0,1023.0,48.0,3.0,41.0,1.0,12076.0,32780.0,20663.0,0.0,0.0
63491.0,6238.0,7986.0,1420.0,5518.0,1137.0,67.0,2.0,47.0,0.0,14094.0,36509.0,22368.0,0.0,0.0
59674.0,6619.0,8371.0,1442.0,6080.0,1281.0,80.0,4.0,58.0,0.0,16391.0,40326.0,23877.0,0.0,0.0
55722.0,6980.0,8749.0,1485.0,6589.0,1421.0,84.0,3.0,67.0,1.0,18899.0,44278.0,25312.0,0.0,0.0
51815.0,7197.0,8968.0,1560.0,7001.0,1459.0,110.0,3.0,77.0,1.0,21809.0,48185.0,26299.0,0.0,0.0
48221.0,7288.0,9000.0,1526.0,7464.0,1540.0,121.0,4.0,90.0,3.0,24743.0,51779.0,26946.0,0.0,0.0
44830.0,7296.0,8824.0,1441.0,7811.0,1593.0,140.0,13.0,105.0,2.0,27945.0,55170.0,27120.0,0.0,0.0
41612.0,7214.0,8424.0,1369.0,8120.0,1654.0,152.0,12.0,127.0,2.0,31314.0,58388.0,26947.0,0.0,0.0
38510.0,7099.0,7944.0,1318.0,8269.0,1633.0,173.0,8.0,161.0,1.0,34884.0,61490.0,26445.0,0.0,0.0
35807.0,6766.0,7434.0,1190.0,8302.0,1648.0,180.0,8.0,183.0,1.0,38481.0,64193.0,25529.0,0.0,0.0
33313.0,6376.0,6864.0,1080.0,8213.0,1633.0,165.0,12.0,215.0,0.0,42129.0,66687.0,24343.0,0.0,0.0
31171.0,6023.0,6188.0,971.0,7827.0,1554.0,199.0,8.0,248.0,5.0,45806.0,68829.0,22775.0,0.0,0.0
29368.0,5518.0,5460.0,859.0,7415.0,1452.0,197.0,8.0,287.0,2.0,49434.0,70632.0,20911.0,0.0,0.0
27710.0,5071.0,4767.0,745.0,6966.0,1342.0,202.0,12.0,311.0,1.0,52873.0,72290.0,19106.0,0.0,0.0
26329.0,4520.0,4155.0,632.0,6417.0,1216.0,214.0,9.0,349.0,2.0,56157.0,73671.0,17165.0,0.0,0.0
25144.0,4030.0,3699.0,537.0,5625.0,1089.0,195.0,14.0,382.0,2.0,59283.0,74856.0,15191.0,0.0,0.0
24153.0,3529.0,3224.0,435.0,4930.0,961.0,185.0,13.0,413.0,5.0,62152.0,75847.0,13282.0,0.0,0.0
23275.0,3090.0,2799.0,361.0,4323.0,861.0,152.0,16.0,450.0,1.0,64672.0,76725.0,11603.0,0.0,0.0
22546.0,2697.0,2366.0,310.0,3841.0,750.0,138.0,13.0,490.0,5.0,66844.0,77454.0,10120.0,0.0,0.0
21891.0,2303.0,2053.0,267.0,3326.0,630.0,132.0,13.0,509.0,5.0,68871.0,78109.0,8729.0,0.0,0.0
21438.0,1928.0,1688.0,228.0,2981.0,506.0,118.0,10.0,541.0,1.0,70561.0,78562.0,7460.0,0.0,0.0
21027.0,1622.0,1422.0,187.0,2620.0,423.0,96.0,10.0,564.0,2.0,72027.0,78973.0,6382.0,0.0,0.0
20630.0,1353.0,1225.0,168.0,2206.0,343.0,91.0,10.0,580.0,2.0,73392.0,79370.0,5398.0,0.0,0.0
20301.0,1179.0,1048.0,149.0,1888.0,289.0,60.0,11.0,602.0,0.0,74473.0,79699.0,4624.0,0.0,0.0
20080.0,980.0,826.0,119.0,1636.0,250.0,56.0,6.0,619.0,1.0,75427.0,79920.0,3874.0,0.0,0.0
19856.0,837.0,692.0,110.0,1386.0,222.0,50.0,8.0,632.0,1.0,76206.0,80144.0,3306.0,0.0,0.0
19661.0,691.0,625.0,84.0,1134.0,208.0,37.0,5.0,641.0,3.0,76911.0,80339.0,2787.0,0.0,0.0
19505.0,597.0,522.0,68.0,960.0,176.0,24.0,3.0,652.0,2.0,77491.0,80495.0,2352.0,0.0,0.0
19411.0,495.0,427.0,49.0,771.0,160.0,27.0,4.0,658.0,0.0,77998.0,80589.0,1933.0,0.0,0.0
19290.0,437.0,347.0,43.0,673.0,127.0,32.0,0.0,663.0,0.0,78388.0,80710.0,1659.0,0.0,0.0
19202.0,358.0,289.0,40.0,578.0,94.0,24.0,3.0,668.0,0.0,78744.0,80798.0,1386.0,0.0,0.0
19132.0,311.0,243.0,32.0,489.0,82.0,22.0,3.0,674.0,0.0,79012.0,80868.0,1182.0,0.0,0.0
19077.0,260.0,193.0,29.0,391.0,60.0,19.0,3.0,678.0,1.0,79289.0,80923.0,956.0,0.0,0.0
19023.0,224.0,158.0,23.0,341.0,44.0,19.0,2.0,684.0,1.0,79481.0,80977.0,812.0,0.0,0.0
18990.0,174.0,131.0,21.0,278.0,40.0,11.0,3.0,685.0,1.0,79666.0,81010.0,659.0,0.0,0.0
18958.0,144.0,114.0,15.0,220.0,34.0,8.0,1.0,690.0,0.0,79816.0,81042.0,536.0,0.0,0.0
18933.0,120.0,95.0,14.0,177.0,30.0,5.0,3.0,690.0,0.0,79933.0,81067.0,444.0,0.0,0.0
18910.0,94.0,78.0,12.0,142.0,25.0,2.0,1.0,694.0,1.0,80041.0,81090.0,355.0,0.0,0.0
18894.0,73.0,66.0,12.0,121.0,21.0,0.0,0.0,695.0,1.0,80117.0,81106.0,294.0,0.0,0.0
18877.0,58.0,56.0,9.0,102.0,19.0,2.0,0.0,695.0,0.0,80182.0,81123.0,246.0,0.0,0.0
18860.0,55.0,39.0,5.0,93.0,19.0,1.0,0.0,695.0,0.0,80233.0,81140.0,212.0,0.0,0.0
18853.0,50.0,28.0,2.0,78.0,16.0,3.0,0.0,695.0,0.0,80275.0,81147.0,177.0,0.0,0.0
18845.0,44.0,27.0,2.0,60.0,11.0,6.0,0.0,695.0,0.0,80310.0,81155.0,150.0,0.0,0.0
18832.0,39.0,31.0,2.0,48.0,10.0,1.0,1.0,695.0,0.0,80341.0,81168.0,132.0,0.0,0.0
18822.0,32.0,27.0,3.0,35.0,7.0,1.0,0.0,696.0,1.0,80376.0,81178.0,106.0,0.0,0.0
18822.0,21.0,15.0,2.0,36.0,7.0,0.0,0.0,696.0,0.0,80401.0,81178.0,81.0,0.0,0.0
18820.0,16.0,10.0,3.0,33.0,4.0,1.0,0.0,696.0,0.0,80417.0,81180.0,67.0,0.0,0.0
18814.0,18.0,9.0,2.0,26.0,3.0,3.0,0.0,696.0,0.0,80429.0,81186.0,61.0,0.0,0.0
18810.0,12.0,7.0,1.0,23.0,4.0,2.0,0.0,696.0,0.0,80445.0,81190.0,49.0,0.0,0.0
