SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99990.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
99986.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
99983.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,15.0,0.0,0.0
99978.0,8.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,20.0,0.0,0.0
99975.0,7.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,21.0,0.0,0.0
99967.0,8.0,15.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,33.0,28.0,0.0,0.0
99961.0,9.0,16.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,39.0,33.0,0.0,0.0
99945.0,9.0,24.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,55.0,45.0,0.0,0.0
99936.0,9.0,25.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,64.0,50.0,0.0,0.0
99927.0,9.0,28.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,16.0,73.0,57.0,0.0,0.0
99911.0,14.0,29.0,7.0,17.0,2.0,0.0,0.0,0.0,0.0,20.0,89.0,69.0,0.0,0.0
99893.0,18.0,33.0,7.0,22.0,4.0,0.0,0.0,0.0,0.0,23.0,107.0,84.0,0.0,0.0
99866.0,28.0,39.0,7.0,25.0,4.0,0.0,0.0,0.0,0.0,31.0,134.0,103.0,0.0,0.0
99837.0,43.0,48.0,4.0,24.0,8.0,0.0,0.0,0.0,0.0,36.0,163.0,127.0,0.0,0.0
99805.0,50.0,54.0,5.0,32.0,8.0,0.0,0.0,0.0,0.0,46.0,195.0,149.0,0.0,0.0
99763.0,62.0,65.0,8.0,38.0,5.0,1.0,0.0,0.0,0.0,58.0,237.0,179.0,0.0,0.0
99716.0,69.0,82.0,10.0,43.0,7.0,0.0,0.0,0.0,0.0,73.0,284.0,211.0,0.0,0.0
99648.0,73.0,111.0,15.0,51.0,5.0,0.0,0.0,0.0,0.0,97.0,352.0,255.0,0.0,0.0
99578.0,84.0,133.0,18.0,64.0,9.0,0.0,0.0,0.0,0.0,114.0,422.0,308.0,0.0,0.0
99485.0,102.0,164.0,26.0,78.0,9.0,1.0,0.0,0.0,0.0,135.0,515.0,380.0,0.0,0.0
99394.0,112.0,194.0,27.0,91.0,13.0,0.0,0.0,0.0,0.0,169.0,606.0,437.0,0.0,0.0
99271.0,141.0,219.0,31.0,115.0,17.0,0.0,0.0,0.0,0.0,206.0,729.0,523.0,0.0,0.0
99083.0,177.0,289.0,45.0,139.0,23.0,0.0,0.0,0.0,0.0,244.0,917.0,673.0,0.0,0.0
98896.0,218.0,352.0,53.0,159.0,26.0,1.0,0.0,0.0,0.0,295.0,1104.0,809.0,0.0,0.0
98680.0,272.0,419.0,59.0,189.0,30.0,0.0,0.0,0.0,0.0,351.0,1320.0,969.0,0.0,0.0
98438.0,327.0,457.0,77.0,244.0,34.0,2.0,0.0,0.0,0.0,421.0,1562.0,1141.0,0.0,0.0
98147.0,395.0,517.0,92.0,284.0,47.0,4.0,0.0,0.0,0.0,514.0,1853.0,1339.0,0.0,0.0
97721.0,487.0,658.0,118.0,337.0,57.0,4.0,0.0,0.0,0.0,618.0,2279.0,1661.0,0.0,0.0
97252.0,583.0,805.0,141.0,393.0,75.0,2.0,1.0,1.0,0.0,747.0,2748.0,2000.0,0.0,0.0
96705.0,708.0,966.0,172.0,455.0,88.0,4.0,0.0,3.0,0.0,899.0,3295.0,2393.0,0.0,0.0
96088.0,834.0,1130.0,203.0,525.0,112.0,3.0,0.0,3.0,0.0,1102.0,3912.0,2807.0,0.0,0.0
95328.0,985.0,1332.0,247.0,678.0,119.0,4.0,0.0,4.0,0.0,1303.0,4672.0,3365.0,0.0,0.0
94444.0,1181.0,1556.0,303.0,811.0,151.0,7.0,0.0,5.0,0.0,1542.0,5556.0,4009.0,0.0,0.0
93361.0,1430.0,1845.0,348.0,968.0,186.0,4.0,0.0,6.0,0.0,1852.0,6639.0,4781.0,0.0,0.0
92101.0,1673.0,2192.0,432.0,1134.0,221.0,8.0,0.0,7.0,0.0,2232.0,7899.0,5660.0,0.0,0.0
90692.0,1948.0,2589.0,496.0,1332.0,265.0,11.0,0.0,7.0,0.0,2660.0,9308.0,6641.0,0.0,0.0
89082.0,2233.0,3001.0,560.0,1574.0,337.0,19.0,0.0,7.0,0.0,3187.0,10918.0,7724.0,0.0,0.0
87260.0,2576.0,3400.0,655.0,1847.0,405.0,18.0,0.0,12.0,0.0,3827.0,12740.0,8901.0,0.0,0.0
85116.0,2941.0,3926.0,754.0,2194.0,474.0,24.0,0.0,13.0,0.0,4558.0,14884.0,10313.0,0.0,0.0
82673.0,3393.0,4498.0,848.0,2546.0,545.0,33.0,3.0,17.0,0.0,5444.0,17327.0,11866.0,0.0,0.0
79978.0,3795.0,5114.0,947.0,2970.0,657.0,27.0,2.0,20.0,2.0,6488.0,20022.0,13514.0,0.0,0.0
76995.0,4256.0,5857.0,1049.0,3360.0,733.0,43.0,1.0,21.0,2.0,7683.0,23005.0,15301.0,0.0,0.0
73867.0,4779.0,6430.0,1128.0,3835.0,826.0,56.0,2.0,26.0,0.0,9051.0,26133.0,17056.0,0.0,0.0
70500.0,5230.0,7073.0,1193.0,4328.0,926.0,49.0,1.0,33.0,1.0,10666.0,29500.0,18801.0,0.0,0.0
66970.0,5702.0,7494.0,1292.0,4986.0,1014.0,55.0,2.0,39.0,1.0,12445.0,33030.0,20546.0,0.0,0.0
63236.0,6221.0,7907.0,1383.0,5554.0,1125.0,68.0,2.0,50.0,0.0,14454.0,36764.0,22260.0,0.0,0.0
59319.0,6590.0,8349.0,1463.0,6112.0,1225.0,78.0,3.0,57.0,1.0,16803.0,40681.0,23821.0,0.0,0.0
55472.0,6957.0,8649.0,1529.0,6660.0,1297.0,92.0,5.0,65.0,0.0,19274.0,44528.0,25189.0,0.0,0.0
51660.0,7359.0,8782.0,1507.0,7113.0,1403.0,86.0,5.0,79.0,2.0,22004.0,48340.0,26257.0,0.0,0.0
48072.0,7435.0,8761.0,1472.0,7526.0,1509.0,102.0,11.0,89.0,0.0,25023.0,51928.0,26816.0,0.0,0.0
44700.0,7407.0,8626.0,1415.0,7739.0,1605.0,124.0,3.0,112.0,2.0,28267.0,55300.0,26921.0,0.0,0.0
41318.0,7345.0,8346.0,1362.0,8056.0,1622.0,143.0,5.0,128.0,0.0,31675.0,58682.0,26879.0,0.0,0.0
38319.0,7069.0,7991.0,1315.0,8155.0,1625.0,158.0,6.0,144.0,1.0,35217.0,61681.0,26320.0,0.0,0.0
35610.0,6758.0,7549.0,1202.0,8078.0,1621.0,170.0,14.0,162.0,2.0,38834.0,64390.0,25394.0,0.0,0.0
33254.0,6355.0,6868.0,1070.0,7935.0,1599.0,166.0,12.0,196.0,2.0,42543.0,66746.0,24007.0,0.0,0.0
31106.0,5906.0,6092.0,972.0,7750.0,1518.0,184.0,12.0,227.0,3.0,46230.0,68894.0,22437.0,0.0,0.0
29247.0,5405.0,5493.0,870.0,7355.0,1436.0,180.0,10.0,250.0,5.0,49749.0,70753.0,20754.0,0.0,0.0
27629.0,4922.0,4866.0,772.0,6798.0,1298.0,178.0,6.0,281.0,4.0,53246.0,72371.0,18844.0,0.0,0.0
26230.0,4459.0,4237.0,653.0,6315.0,1191.0,177.0,6.0,306.0,2.0,56424.0,73770.0,17040.0,0.0,0.0
25070.0,3963.0,3691.0,555.0,5677.0,1070.0,164.0,10.0,333.0,1.0,59466.0,74930.0,15131.0,0.0,0.0
24061.0,3489.0,3186.0,489.0,5020.0,954.0,163.0,17.0,365.0,3.0,62253.0,75939.0,13321.0,0.0,0.0
23202.0,3130.0,2713.0,438.0,4467.0,825.0,148.0,14.0,388.0,6.0,64669.0,76798.0,11741.0,0.0,0.0
22465.0,2691.0,2315.0,369.0,3913.0,735.0,138.0,11.0,426.0,0.0,66937.0,77535.0,10172.0,0.0,0.0
21827.0,2326.0,2021.0,298.0,3373.0,664.0,124.0,9.0,451.0,2.0,68905.0,78173.0,8817.0,0.0,0.0
21279.0,2029.0,1695.0,236.0,2963.0,566.0,113.0,10.0,474.0,3.0,70632.0,78721.0,7615.0,0.0,0.0
20808.0,1737.0,1446.0,202.0,2526.0,502.0,85.0,6.0,501.0,4.0,72183.0,79192.0,6508.0,0.0,0.0
20421.0,1489.0,1252.0,189.0,2140.0,396.0,82.0,7.0,515.0,1.0,73508.0,79579.0,5556.0,0.0,0.0
20123.0,1265.0,1047.0,152.0,1863.0,343.0,65.0,8.0,533.0,1.0,74600.0,79877.0,4744.0,0.0,0.0
19882.0,1061.0,865.0,136.0,1591.0,288.0,62.0,3.0,547.0,2.0,75563.0,80118.0,4008.0,0.0,0.0
19621.0,912.0,731.0,116.0,1377.0,228.0,66.0,6.0,559.0,0.0,76384.0,80379.0,3436.0,0.0,0.0
19425.0,771.0,603.0,95.0,1173.0,188.0,50.0,3.0,569.0,1.0,77122.0,80575.0,2884.0,0.0,0.0
19251.0,661.0,525.0,80.0,944.0,159.0,47.0,3.0,578.0,0.0,77752.0,80749.0,2419.0,0.0,0.0
19119.0,567.0,455.0,58.0,788.0,144.0,37.0,4.0,589.0,1.0,78238.0,80881.0,2054.0,0.0,0.0
19025.0,473.0,367.0,54.0,664.0,121.0,29.0,3.0,600.0,1.0,78663.0,80975.0,1712.0,0.0,0.0
18928.0,399.0,297.0,45.0,581.0,108.0,20.0,0.0,608.0,0.0,79014.0,81072.0,1450.0,0.0,0.0
18858.0,326.0,251.0,33.0,472.0,93.0,17.0,1.0,615.0,0.0,79334.0,81142.0,1193.0,0.0,0.0
18798.0,264.0,206.0,27.0,413.0,83.0,15.0,2.0,617.0,1.0,79574.0,81202.0,1011.0,0.0,0.0
18744.0,209.0,171.0,19.0,346.0,74.0,9.0,1.0,619.0,1.0,79807.0,81256.0,830.0,0.0,0.0
18690.0,164.0,148.0,16.0,296.0,49.0,15.0,0.0,623.0,0.0,79999.0,81310.0,688.0,0.0,0.0
18651.0,138.0,133.0,17.0,251.0,37.0,14.0,0.0,624.0,0.0,80135.0,81349.0,590.0,0.0,0.0
18612.0,118.0,120.0,18.0,197.0,32.0,12.0,0.0,626.0,0.0,80265.0,81388.0,497.0,0.0,0.0
18585.0,105.0,97.0,14.0,162.0,26.0,9.0,2.0,628.0,0.0,80372.0,81415.0,415.0,0.0,0.0
18563.0,79.0,94.0,9.0,129.0,26.0,4.0,3.0,632.0,0.0,80461.0,81437.0,344.0,0.0,0.0
18548.0,64.0,75.0,5.0,112.0,21.0,2.0,1.0,636.0,0.0,80536.0,81452.0,280.0,0.0,0.0
18542.0,58.0,52.0,4.0,106.0,17.0,2.0,1.0,636.0,0.0,80582.0,81458.0,240.0,0.0,0.0
18527.0,50.0,46.0,5.0,91.0,14.0,1.0,0.0,637.0,0.0,80629.0,81473.0,207.0,0.0,0.0
18516.0,38.0,35.0,3.0,82.0,12.0,3.0,0.0,637.0,0.0,80674.0,81484.0,173.0,0.0,0.0
18503.0,34.0,30.0,2.0,64.0,10.0,3.0,0.0,637.0,0.0,80717.0,81497.0,143.0,0.0,0.0
18498.0,24.0,26.0,2.0,50.0,6.0,4.0,1.0,637.0,0.0,80752.0,81502.0,113.0,0.0,0.0
18493.0,22.0,20.0,1.0,41.0,4.0,2.0,0.0,640.0,0.0,80777.0,81507.0,90.0,0.0,0.0
18489.0,19.0,13.0,0.0,40.0,4.0,2.0,0.0,640.0,0.0,80793.0,81511.0,78.0,0.0,0.0
