SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99994.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
99991.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
99989.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
99986.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
99983.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,14.0,0.0,0.0
99980.0,2.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,15.0,0.0,0.0
99975.0,2.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,19.0,0.0,0.0
99973.0,3.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,20.0,0.0,0.0
99966.0,6.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,26.0,0.0,0.0
99959.0,5.0,15.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,41.0,28.0,0.0,0.0
99957.0,4.0,14.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,27.0,0.0,0.0
99949.0,4.0,16.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,51.0,34.0,0.0,0.0
99941.0,5.0,18.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,59.0,38.0,0.0,0.0
99936.0,5.0,19.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,25.0,64.0,39.0,0.0,0.0
99924.0,8.0,23.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,29.0,76.0,47.0,0.0,0.0
99912.0,11.0,20.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,32.0,88.0,56.0,0.0,0.0
99888.0,15.0,30.0,7.0,19.0,3.0,0.0,0.0,0.0,0.0,38.0,112.0,74.0,0.0,0.0
99874.0,17.0,32.0,9.0,20.0,3.0,0.0,0.0,0.0,0.0,45.0,126.0,81.0,0.0,0.0
99849.0,23.0,44.0,7.0,22.0,5.0,0.0,0.0,0.0,0.0,50.0,151.0,101.0,0.0,0.0
99817.0,37.0,48.0,10.0,26.0,5.0,1.0,0.0,0.0,0.0,56.0,183.0,127.0,0.0,0.0
99778.0,47.0,63.0,12.0,27.0,5.0,3.0,0.0,0.0,0.0,65.0,222.0,157.0,0.0,0.0
99738.0,54.0,75.0,17.0,32.0,5.0,2.0,0.0,0.0,0.0,77.0,262.0,185.0,0.0,0.0
99698.0,59.0,85.0,18.0,40.0,8.0,2.0,0.0,0.0,0.0,90.0,302.0,212.0,0.0,0.0
99628.0,75.0,102.0,21.0,58.0,11.0,1.0,0.0,1.0,0.0,103.0,372.0,268.0,0.0,0.0
99532.0,91.0,146.0,27.0,65.0,12.0,1.0,1.0,1.0,0.0,124.0,468.0,343.0,0.0,0.0
99428.0,100.0,186.0,35.0,82.0,16.0,0.0,0.0,2.0,0.0,151.0,572.0,419.0,0.0,0.0
99309.0,116.0,232.0,48.0,96.0,18.0,0.0,0.0,2.0,0.0,179.0,691.0,510.0,0.0,0.0
99177.0,142.0,278.0,57.0,102.0,25.0,0.0,0.0,2.0,0.0,217.0,823.0,604.0,0.0,0.0
99027.0,168.0,305.0,55.0,145.0,35.0,2.0,0.0,2.0,0.0,261.0,973.0,710.0,0.0,0.0
98816.0,220.0,363.0,72.0,176.0,39.0,2.0,0.0,2.0,0.0,310.0,1184.0,872.0,0.0,0.0
98553.0,282.0,428.0,86.0,219.0,50.0,1.0,0.0,2.0,0.0,379.0,1447.0,1066.0,0.0,0.0
98225.0,352.0,549.0,90.0,266.0,63.0,1.0,0.0,3.0,0.0,451.0,1775.0,1321.0,0.0,0.0
97837.0,440.0,676.0,115.0,322.0,72.0,2.0,0.0,3.0,0.0,533.0,2163.0,1627.0,0.0,0.0
97421.0,546.0,804.0,130.0,366.0,85.0,5.0,0.0,3.0,0.0,640.0,2579.0,1936.0,0.0,0.0
96892.0,634.0,961.0,165.0,451.0,93.0,7.0,0.0,3.0,0.0,794.0,3108.0,2311.0,0.0,0.0
96228.0,747.0,1181.0,221.0,528.0,111.0,7.0,0.0,4.0,0.0,973.0,3772.0,2795.0,0.0,0.0
95536.0,852.0,1368.0,255.0,657.0,127.0,6.0,0.0,5.0,0.0,1194.0,4464.0,3265.0,0.0,0.0
94620.0,1040.0,1616.0,310.0,796.0,161.0,6.0,0.0,7.0,0.0,1444.0,5380.0,3929.0,0.0,0.0
93617.0,1237.0,1841.0,354.0,998.0,198.0,11.0,0.0,7.0,0.0,1737.0,6383.0,4639.0,0.0,0.0
92401.0,1520.0,2158.0,405.0,1166.0,236.0,10.0,0.0,8.0,0.0,2096.0,7599.0,5495.0,0.0,0.0
91013.0,1824.0,2496.0,461.0,1380.0,277.0,14.0,1.0,9.0,0.0,2525.0,8987.0,6453.0,0.0,0.0
89389.0,2139.0,2924.0,537.0,1594.0,316.0,11.0,1.0,13.0,0.0,3076.0,10611.0,7522.0,0.0,0.0
87523.0,2482.0,3454.0,604.0,1849.0,372.0,16.0,0.0,15.0,0.0,3685.0,12477.0,8777.0,0.0,0.0
85323.0,2902.0,4012.0,716.0,2173.0,441.0,18.0,0.0,17.0,0.0,4398.0,14677.0,10262.0,0.0,0.0
82866.0,3343.0,4605.0,835.0,2548.0,518.0,24.0,1.0,19.0,0.0,5241.0,17134.0,11874.0,0.0,0.0
80165.0,3818.0,5265.0,966.0,2898.0,574.0,24.0,2.0,22.0,0.0,6266.0,19835.0,13547.0,0.0,0.0
77263.0,4225.0,5921.0,1052.0,3404.0,671.0,33.0,1.0,25.0,1.0,7404.0,22737.0,15308.0,0.0,0.0
74156.0,4674.0,6447.0,1137.0,3918.0,789.0,40.0,0.0,31.0,0.0,8808.0,25844.0,17005.0,0.0,0.0
70699.0,5174.0,7003.0,1262.0,4532.0,890.0,56.0,0.0,33.0,0.0,10351.0,29301.0,18917.0,0.0,0.0
67035.0,5684.0,7602.0,1374.0,5053.0,977.0,56.0,2.0,40.0,0.0,12177.0,32965.0,20748.0,0.0,0.0
63274.0,6197.0,8052.0,1411.0,5670.0,1106.0,68.0,4.0,47.0,0.0,14171.0,36726.0,22508.0,0.0,0.0
59444.0,6654.0,8473.0,1432.0,6185.0,1270.0,70.0,2.0,62.0,2.0,16406.0,40556.0,24088.0,0.0,0.0
55646.0,6937.0,8753.0,1467.0,6689.0,1340.0,94.0,1.0,73.0,0.0,19000.0,44354.0,25281.0,0.0,0.0
51779.0,7250.0,8919.0,1480.0,7195.0,1422.0,104.0,6.0,81.0,0.0,21764.0,48221.0,26376.0,0.0,0.0
48138.0,7384.0,8879.0,1466.0,7546.0,1508.0,122.0,3.0,97.0,0.0,24857.0,51862.0,26908.0,0.0,0.0
44691.0,7390.0,8706.0,1405.0,7938.0,1584.0,106.0,4.0,115.0,1.0,28060.0,55309.0,27134.0,0.0,0.0
41445.0,7265.0,8342.0,1411.0,8219.0,1594.0,134.0,4.0,134.0,0.0,31452.0,58555.0,26969.0,0.0,0.0
38410.0,7069.0,7902.0,1339.0,8333.0,1566.0,171.0,8.0,148.0,0.0,35054.0,61590.0,26388.0,0.0,0.0
35695.0,6747.0,7468.0,1208.0,8236.0,1590.0,169.0,5.0,170.0,1.0,38711.0,64305.0,25424.0,0.0,0.0
33197.0,6445.0,6834.0,1135.0,7958.0,1544.0,187.0,9.0,191.0,0.0,42500.0,66803.0,24112.0,0.0,0.0
31059.0,6019.0,6152.0,1014.0,7676.0,1541.0,192.0,13.0,225.0,1.0,46108.0,68941.0,22608.0,0.0,0.0
29161.0,5578.0,5532.0,895.0,7281.0,1451.0,184.0,13.0,254.0,6.0,49645.0,70839.0,20940.0,0.0,0.0
27558.0,5058.0,4894.0,785.0,6808.0,1375.0,182.0,10.0,280.0,4.0,53046.0,72442.0,19116.0,0.0,0.0
26099.0,4561.0,4290.0,689.0,6274.0,1250.0,176.0,11.0,320.0,3.0,56327.0,73901.0,17254.0,0.0,0.0
24864.0,4077.0,3768.0,578.0,5635.0,1102.0,184.0,9.0,359.0,0.0,59424.0,75136.0,15353.0,0.0,0.0
23835.0,3570.0,3250.0,501.0,5079.0,1006.0,180.0,10.0,381.0,2.0,62186.0,76165.0,13598.0,0.0,0.0
22968.0,3117.0,2819.0,390.0,4518.0,893.0,183.0,11.0,415.0,3.0,64683.0,77032.0,11934.0,0.0,0.0
22223.0,2702.0,2373.0,334.0,3940.0,782.0,130.0,16.0,455.0,1.0,67044.0,77777.0,10278.0,0.0,0.0
21603.0,2309.0,2022.0,267.0,3458.0,689.0,133.0,11.0,483.0,5.0,69020.0,78397.0,8894.0,0.0,0.0
21114.0,1969.0,1661.0,236.0,3013.0,561.0,120.0,9.0,510.0,2.0,70805.0,78886.0,7571.0,0.0,0.0
20674.0,1698.0,1401.0,201.0,2620.0,464.0,106.0,6.0,532.0,3.0,72295.0,79326.0,6499.0,0.0,0.0
20291.0,1461.0,1224.0,170.0,2159.0,406.0,87.0,6.0,556.0,3.0,73637.0,79709.0,5516.0,0.0,0.0
19993.0,1208.0,1002.0,152.0,1872.0,332.0,78.0,10.0,573.0,1.0,74779.0,80007.0,4655.0,0.0,0.0
19732.0,997.0,852.0,126.0,1513.0,283.0,79.0,10.0,585.0,3.0,75820.0,80268.0,3863.0,0.0,0.0
19549.0,828.0,675.0,112.0,1303.0,240.0,70.0,7.0,599.0,3.0,76614.0,80451.0,3238.0,0.0,0.0
19382.0,698.0,568.0,86.0,1111.0,195.0,47.0,9.0,612.0,2.0,77290.0,80618.0,2716.0,0.0,0.0
19246.0,588.0,473.0,66.0,943.0,174.0,34.0,7.0,626.0,3.0,77840.0,80754.0,2288.0,0.0,0.0
19115.0,482.0,398.0,57.0,791.0,142.0,33.0,8.0,634.0,1.0,78339.0,80885.0,1912.0,0.0,0.0
19011.0,401.0,328.0,47.0,645.0,118.0,15.0,4.0,644.0,3.0,78784.0,80989.0,1561.0,0.0,0.0
18926.0,341.0,274.0,38.0,538.0,97.0,19.0,2.0,649.0,1.0,79115.0,81074.0,1310.0,0.0,0.0
18867.0,276.0,218.0,34.0,449.0,76.0,20.0,2.0,653.0,0.0,79405.0,81133.0,1075.0,0.0,0.0
18802.0,233.0,204.0,29.0,339.0,68.0,13.0,2.0,656.0,1.0,79653.0,81198.0,889.0,0.0,0.0
18739.0,201.0,184.0,27.0,280.0,55.0,17.0,1.0,661.0,0.0,79835.0,81261.0,765.0,0.0,0.0
18696.0,175.0,159.0,19.0,242.0,45.0,14.0,0.0,666.0,0.0,79984.0,81304.0,654.0,0.0,0.0
18663.0,143.0,134.0,17.0,218.0,40.0,9.0,1.0,667.0,0.0,80108.0,81337.0,562.0,0.0,0.0
18641.0,122.0,120.0,8.0,172.0,33.0,12.0,1.0,672.0,0.0,80219.0,81359.0,468.0,0.0,0.0
18620.0,105.0,77.0,8.0,159.0,26.0,10.0,1.0,673.0,1.0,80320.0,81380.0,387.0,0.0,0.0
18600.0,85.0,70.0,7.0,138.0,21.0,5.0,1.0,675.0,0.0,80398.0,81400.0,327.0,0.0,0.0
18574.0,73.0,59.0,6.0,112.0,15.0,1.0,1.0,678.0,1.0,80480.0,81426.0,268.0,0.0,0.0
18562.0,65.0,47.0,4.0,97.0,8.0,3.0,0.0,679.0,0.0,80535.0,81438.0,224.0,0.0,0.0
18549.0,50.0,41.0,1.0,90.0,10.0,1.0,0.0,680.0,0.0,80578.0,81451.0,193.0,0.0,0.0
18539.0,46.0,29.0,2.0,76.0,8.0,2.0,0.0,680.0,0.0,80618.0,81461.0,163.0,0.0,0.0
18531.0,37.0,24.0,2.0,60.0,5.0,2.0,0.0,680.0,0.0,80659.0,81469.0,130.0,0.0,0.0
