SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99994.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0
99991.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0
99989.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,0.0,0.0
99986.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,0.0,0.0
99982.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,14.0,0.0,0.0
99982.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,12.0,0.0,0.0
99981.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,11.0,0.0,0.0
99979.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,12.0,0.0,0.0
99972.0,0.0,9.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,28.0,17.0,0.0,0.0
99963.0,5.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,37.0,23.0,0.0,0.0
99959.0,7.0,12.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,14.0,41.0,27.0,0.0,0.0
99955.0,10.0,10.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,17.0,45.0,28.0,0.0,0.0
99944.0,13.0,13.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,17.0,56.0,39.0,0.0,0.0
99924.0,21.0,20.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,19.0,76.0,57.0,0.0,0.0
99905.0,25.0,28.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,24.0,95.0,71.0,0.0,0.0
99884.0,28.0,38.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,32.0,116.0,84.0,0.0,0.0
99867.0,25.0,45.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,37.0,133.0,96.0,0.0,0.0
99841.0,29.0,50.0,10.0,21.0,3.0,0.0,0.0,0.0,0.0,46.0,159.0,113.0,0.0,0.0
99805.0,34.0,60.0,13.0,30.0,3.0,0.0,0.0,0.0,0.0,55.0,195.0,140.0,0.0,0.0
99763.0,49.0,70.0,13.0,37.0,7.0,0.0,0.0,0.0,0.0,61.0,237.0,176.0,0.0,0.0
99699.0,69.0,90.0,15.0,43.0,8.0,0.0,0.0,0.0,0.0,76.0,301.0,225.0,0.0,0.0
99638.0,81.0,114.0,18.0,51.0,9.0,0.0,0.0,0.0,0.0,89.0,362.0,273.0,0.0,0.0
99570.0,92.0,142.0,23.0,55.0,12.0,0.0,0.0,0.0,0.0,106.0,430.0,324.0,0.0,0.0
99494.0,105.0,153.0,26.0,74.0,13.0,0.0,0.0,0.0,0.0,135.0,506.0,371.0,0.0,0.0
99398.0,121.0,178.0,30.0,92.0,14.0,0.0,0.0,0.0,0.0,167.0,602.0,435.0,0.0,0.0
99292.0,150.0,195.0,33.0,115.0,17.0,1.0,0.0,0.0,0.0,197.0,708.0,511.0,0.0,0.0
99157.0,177.0,230.0,42.0,137.0,20.0,0.0,0.0,0.0,0.0,237.0,843.0,606.0,0.0,0.0
98955.0,225.0,311.0,47.0,154.0,27.0,1.0,0.0,0.0,0.0,280.0,1045.0,765.0,0.0,0.0
98748.0,268.0,366.0,64.0,176.0,34.0,1.0,0.0,0.0,0.0,343.0,1252.0,909.0,0.0,0.0
98515.0,321.0,427.0,82.0,203.0,37.0,3.0,0.0,0.0,0.0,412.0,1485.0,1073.0,0.0,0.0
98240.0,352.0,494.0,108.0,242.0,47.0,2.0,0.0,1.0,0.0,514.0,1760.0,1245.0,0.0,0.0
97888.0,441.0,584.0,125.0,310.0,55.0,2.0,0.0,1.0,0.0,594.0,2112.0,1517.0,0.0,0.0
97438.0,538.0,706.0,160.0,357.0,78.0,1.0,1.0,1.0,0.0,720.0,2562.0,1841.0,0.0,0.0
96905.0,627.0,860.0,198.0,432.0,93.0,5.0,0.0,2.0,0.0,878.0,3095.0,2215.0,0.0,0.0
96309.0,780.0,1030.0,231.0,499.0,102.0,6.0,0.0,2.0,0.0,1041.0,3691.0,2648.0,0.0,0.0
95651.0,926.0,1205.0,247.0,603.0,141.0,6.0,0.0,2.0,0.0,1219.0,4349.0,3128.0,0.0,0.0
94852.0,1067.0,1425.0,285.0,725.0,169.0,7.0,0.0,2.0,0.0,1468.0,5148.0,3678.0,0.0,0.0
93863.0,1250.0,1741.0,319.0,857.0,211.0,7.0,1.0,4.0,0.0,1747.0,6137.0,4386.0,0.0,0.0
92646.0,1520.0,2079.0,381.0,1041.0,252.0,8.0,0.0,6.0,0.0,2067.0,7354.0,5281.0,0.0,0.0
91290.0,1784.0,2457.0,455.0,1212.0,287.0,14.0,0.0,6.0,0.0,2495.0,8710.0,6209.0,0.0,0.0
89823.0,2058.0,2791.0,530.0,1442.0,313.0,17.0,1.0,7.0,0.0,3018.0,10177.0,7152.0,0.0,0.0
88051.0,2404.0,3186.0,609.0,1773.0,371.0,24.0,1.0,10.0,0.0,3571.0,11949.0,8368.0,0.0,0.0
86017.0,2753.0,3754.0,689.0,2076.0,436.0,26.0,1.0,10.0,1.0,4237.0,13983.0,9736.0,0.0,0.0
83656.0,3161.0,4414.0,813.0,2360.0,500.0,42.0,1.0,14.0,0.0,5039.0,16344.0,11291.0,0.0,0.0
81022.0,3604.0,5017.0,942.0,2795.0,591.0,37.0,4.0,17.0,0.0,5971.0,18978.0,12990.0,0.0,0.0
78149.0,4119.0,5621.0,1045.0,3224.0,707.0,36.0,2.0,26.0,1.0,7070.0,21851.0,14755.0,0.0,0.0
75034.0,4635.0,6266.0,1143.0,3722.0,798.0,42.0,2.0,34.0,0.0,8324.0,24966.0,16608.0,0.0,0.0
71723.0,5159.0,6760.0,1226.0,4281.0,919.0,58.0,1.0,40.0,0.0,9833.0,28277.0,18404.0,0.0,0.0
68156.0,5617.0,7318.0,1322.0,4895.0,1027.0,62.0,2.0,49.0,0.0,11552.0,31844.0,20243.0,0.0,0.0
64405.0,6101.0,7839.0,1406.0,5424.0,1146.0,85.0,4.0,57.0,0.0,13533.0,35595.0,22005.0,0.0,0.0
60610.0,6465.0,8208.0,1491.0,6037.0,1236.0,89.0,5.0,68.0,0.0,15791.0,39390.0,23531.0,0.0,0.0
56777.0,6802.0,8521.0,1589.0,6552.0,1337.0,93.0,3.0,85.0,2.0,18239.0,43223.0,24899.0,0.0,0.0
52945.0,7042.0,8738.0,1589.0,7024.0,1437.0,92.0,2.0,99.0,0.0,21032.0,47055.0,25924.0,0.0,0.0
49298.0,7237.0,8777.0,1554.0,7357.0,1540.0,121.0,5.0,108.0,0.0,24003.0,50702.0,26591.0,0.0,0.0
45702.0,7396.0,8685.0,1478.0,7727.0,1648.0,131.0,6.0,123.0,2.0,27102.0,54298.0,27073.0,0.0,0.0
42478.0,7215.0,8428.0,1400.0,8018.0,1713.0,139.0,4.0,143.0,2.0,30460.0,57522.0,26919.0,0.0,0.0
39315.0,7100.0,8150.0,1301.0,8125.0,1737.0,168.0,9.0,163.0,0.0,33932.0,60685.0,26590.0,0.0,0.0
36594.0,6821.0,7653.0,1189.0,8127.0,1711.0,166.0,12.0,174.0,4.0,37549.0,63406.0,25683.0,0.0,0.0
34061.0,6500.0,7014.0,1075.0,8010.0,1662.0,183.0,12.0,207.0,2.0,41274.0,65939.0,24458.0,0.0,0.0
31765.0,6161.0,6373.0,1001.0,7835.0,1564.0,189.0,7.0,237.0,2.0,44866.0,68235.0,23132.0,0.0,0.0
29790.0,5685.0,5701.0,933.0,7457.0,1427.0,202.0,16.0,262.0,1.0,48526.0,70210.0,21422.0,0.0,0.0
28148.0,5220.0,5090.0,800.0,6894.0,1307.0,182.0,10.0,302.0,2.0,52045.0,71852.0,19505.0,0.0,0.0
26647.0,4762.0,4409.0,691.0,6502.0,1177.0,186.0,12.0,335.0,2.0,55277.0,73353.0,17741.0,0.0,0.0
25405.0,4241.0,3847.0,576.0,5889.0,1108.0,176.0,13.0,365.0,3.0,58377.0,74595.0,15853.0,0.0,0.0
24301.0,3771.0,3312.0,502.0,5299.0,1010.0,160.0,19.0,396.0,0.0,61230.0,75699.0,14073.0,0.0,0.0
23374.0,3319.0,2902.0,423.0,4687.0,923.0,139.0,17.0,431.0,3.0,63782.0,76626.0,12413.0,0.0,0.0
22600.0,2884.0,2519.0,342.0,4071.0,785.0,152.0,6.0,463.0,3.0,66175.0,77400.0,10762.0,0.0,0.0
22007.0,2443.0,2089.0,295.0,3548.0,683.0,124.0,11.0,492.0,0.0,68308.0,77993.0,9193.0,0.0,0.0
21422.0,2088.0,1784.0,262.0,3102.0,575.0,112.0,8.0,524.0,2.0,70121.0,78578.0,7933.0,0.0,0.0
20956.0,1793.0,1549.0,223.0,2654.0,501.0,103.0,8.0,549.0,2.0,71662.0,79044.0,6833.0,0.0,0.0
20538.0,1519.0,1323.0,193.0,2308.0,417.0,107.0,8.0,561.0,1.0,73025.0,79462.0,5876.0,0.0,0.0
20216.0,1273.0,1129.0,157.0,1942.0,340.0,91.0,7.0,577.0,2.0,74266.0,79784.0,4941.0,0.0,0.0
19947.0,1051.0,963.0,115.0,1646.0,308.0,72.0,7.0,596.0,2.0,75293.0,80053.0,4164.0,0.0,0.0
19714.0,895.0,795.0,94.0,1443.0,248.0,52.0,9.0,613.0,3.0,76134.0,80286.0,3539.0,0.0,0.0
19534.0,766.0,648.0,73.0,1251.0,203.0,39.0,10.0,625.0,2.0,76849.0,80466.0,2992.0,0.0,0.0
19354.0,653.0,572.0,69.0,1046.0,173.0,33.0,5.0,633.0,1.0,77461.0,80646.0,2552.0,0.0,0.0
19216.0,565.0,459.0,47.0,860.0,161.0,25.0,2.0,644.0,0.0,78021.0,80784.0,2119.0,0.0,0.0
19086.0,487.0,385.0,40.0,745.0,127.0,33.0,3.0,646.0,1.0,78447.0,80914.0,1821.0,0.0,0.0
19002.0,413.0,307.0,32.0,641.0,102.0,24.0,5.0,652.0,1.0,78821.0,80998.0,1525.0,0.0,0.0
18917.0,348.0,264.0,30.0,532.0,87.0,21.0,1.0,658.0,1.0,79141.0,81083.0,1284.0,0.0,0.0
18844.0,296.0,230.0,29.0,424.0,64.0,17.0,3.0,660.0,1.0,79432.0,81156.0,1064.0,0.0,0.0
18785.0,237.0,199.0,21.0,348.0,50.0,14.0,1.0,664.0,3.0,79678.0,81215.0,873.0,0.0,0.0
18748.0,199.0,151.0,18.0,286.0,41.0,11.0,1.0,667.0,0.0,79878.0,81252.0,707.0,0.0,0.0
18703.0,173.0,129.0,12.0,245.0,39.0,6.0,0.0,670.0,0.0,80023.0,81297.0,604.0,0.0,0.0
18670.0,156.0,102.0,10.0,212.0,34.0,6.0,0.0,671.0,0.0,80139.0,81330.0,520.0,0.0,0.0
18637.0,131.0,88.0,12.0,165.0,24.0,7.0,1.0,671.0,0.0,80264.0,81363.0,428.0,0.0,0.0
18624.0,109.0,71.0,8.0,144.0,25.0,2.0,2.0,672.0,0.0,80343.0,81376.0,361.0,0.0,0.0
18599.0,90.0,60.0,10.0,112.0,16.0,3.0,1.0,674.0,0.0,80435.0,81401.0,292.0,0.0,0.0
18585.0,75.0,50.0,9.0,97.0,12.0,4.0,0.0,675.0,1.0,80492.0,81415.0,248.0,0.0,0.0
18571.0,63.0,42.0,6.0,81.0,14.0,2.0,0.0,675.0,0.0,80546.0,81429.0,208.0,0.0,0.0
18561.0,53.0,38.0,5.0,62.0,9.0,4.0,0.0,675.0,0.0,80593.0,81439.0,171.0,0.0,0.0
18549.0,49.0,33.0,4.0,48.0,9.0,3.0,0.0,676.0,0.0,80629.0,81451.0,146.0,0.0,0.0
