SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99993.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
99990.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0
99988.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,0.0,0.0
99982.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,15.0,0.0,0.0
99981.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,16.0,0.0,0.0
99978.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,16.0,0.0,0.0
99974.0,7.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,20.0,0.0,0.0
99968.0,10.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,32.0,24.0,0.0,0.0
99966.0,10.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,34.0,26.0,0.0,0.0
99962.0,9.0,9.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,38.0,29.0,0.0,0.0
99952.0,9.0,13.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,14.0,48.0,34.0,0.0,0.0
99935.0,12.0,21.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,16.0,65.0,49.0,0.0,0.0
99927.0,13.0,21.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,73.0,52.0,0.0,0.0
99919.0,10.0,25.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,27.0,81.0,54.0,0.0,0.0
99911.0,10.0,24.0,8.0,12.0,2.0,0.0,0.0,0.0,0.0,33.0,89.0,56.0,0.0,0.0
99891.0,14.0,29.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,36.0,109.0,73.0,0.0,0.0
99868.0,18.0,40.0,12.0,18.0,3.0,0.0,0.0,0.0,0.0,41.0,132.0,91.0,0.0,0.0
99842.0,26.0,41.0,17.0,22.0,5.0,0.0,0.0,0.0,0.0,47.0,158.0,111.0,0.0,0.0
99813.0,32.0,50.0,19.0,30.0,6.0,0.0,0.0,0.0,0.0,50.0,187.0,137.0,0.0,0.0
99773.0,46.0,58.0,16.0,33.0,13.0,0.0,0.0,0.0,0.0,61.0,227.0,166.0,0.0,0.0
99729.0,56.0,67.0,14.0,42.0,17.0,1.0,0.0,0.0,0.0,74.0,271.0,197.0,0.0,0.0
99659.0,69.0,97.0,18.0,44.0,19.0,2.0,0.0,0.0,0.0,92.0,341.0,249.0,0.0,0.0
99583.0,86.0,136.0,20.0,44.0,17.0,1.0,0.0,0.0,0.0,113.0,417.0,304.0,0.0,0.0
99519.0,107.0,141.0,23.0,57.0,20.0,0.0,0.0,1.0,0.0,132.0,481.0,348.0,0.0,0.0
99431.0,109.0,165.0,27.0,77.0,22.0,0.0,0.0,1.0,0.0,168.0,569.0,400.0,0.0,0.0
99325.0,127.0,190.0,40.0,101.0,24.0,1.0,0.0,1.0,0.0,191.0,675.0,483.0,0.0,0.0
99173.0,159.0,243.0,46.0,117.0,25.0,2.0,0.0,1.0,0.0,234.0,827.0,592.0,0.0,0.0
99016.0,190.0,292.0,53.0,136.0,25.0,2.0,0.0,1.0,0.0,285.0,984.0,698.0,0.0,0.0
98844.0,214.0,336.0,63.0,167.0,34.0,0.0,0.0,2.0,0.0,340.0,1156.0,814.0,0.0,0.0
98626.0,263.0,386.0,79.0,201.0,39.0,2.0,0.0,2.0,0.0,402.0,1374.0,970.0,0.0,0.0
98365.0,313.0,467.0,96.0,225.0,54.0,2.0,0.0,2.0,0.0,476.0,1635.0,1157.0,0.0,0.0
98034.0,387.0,565.0,118.0,278.0,61.0,4.0,0.0,2.0,0.0,551.0,1966.0,1413.0,0.0,0.0
97636.0,490.0,669.0,130.0,336.0,79.0,0.0,1.0,3.0,0.0,656.0,2364.0,1705.0,0.0,0.0
97159.0,577.0,817.0,166.0,379.0,100.0,3.0,0.0,4.0,0.0,795.0,2841.0,2042.0,0.0,0.0
96587.0,671.0,997.0,204.0,489.0,109.0,7.0,0.0,4.0,0.0,932.0,3413.0,2477.0,0.0,0.0
95900.0,820.0,1195.0,242.0,585.0,120.0,10.0,0.0,4.0,0.0,1124.0,4100.0,2972.0,0.0,0.0
95100.0,964.0,1439.0,273.0,714.0,150.0,10.0,0.0,6.0,0.0,1344.0,4900.0,3550.0,0.0,0.0
94146.0,1159.0,1712.0,303.0,856.0,177.0,9.0,1.0,7.0,0.0,1630.0,5854.0,4217.0,0.0,0.0
93038.0,1403.0,2013.0,370.0,1019.0,221.0,7.0,2.0,8.0,0.0,1919.0,6962.0,5035.0,0.0,0.0
91779.0,1651.0,2382.0,434.0,1174.0,252.0,11.0,1.0,11.0,0.0,2305.0,8221.0,5905.0,0.0,0.0
90309.0,1931.0,2743.0,514.0,1407.0,294.0,12.0,0.0,12.0,0.0,2778.0,9691.0,6901.0,0.0,0.0
88567.0,2284.0,3183.0,609.0,1635.0,347.0,15.0,1.0,13.0,0.0,3346.0,11433.0,8074.0,0.0,0.0
86765.0,2602.0,3563.0,666.0,1977.0,410.0,27.0,0.0,16.0,0.0,3974.0,13235.0,9245.0,0.0,0.0
84547.0,2999.0,4019.0,818.0,2368.0,458.0,30.0,1.0,18.0,0.0,4742.0,15453.0,10693.0,0.0,0.0
82018.0,3453.0,4578.0,901.0,2750.0,558.0,30.0,1.0,21.0,0.0,5690.0,17982.0,12271.0,0.0,0.0
79222.0,3911.0,5256.0,1008.0,3148.0,649.0,36.0,1.0,28.0,0.0,6741.0,20778.0,14009.0,0.0,0.0
76081.0,4431.0,5967.0,1105.0,3592.0,755.0,36.0,0.0,33.0,0.0,8000.0,23919.0,15886.0,0.0,0.0
72754.0,4965.0,6712.0,1183.0,3986.0,867.0,50.0,0.0,37.0,0.0,9446.0,27246.0,17763.0,0.0,0.0
69339.0,5478.0,7263.0,1258.0,4515.0,965.0,54.0,1.0,46.0,0.0,11081.0,30661.0,19534.0,0.0,0.0
65600.0,6058.0,7721.0,1342.0,5178.0,1100.0,59.0,2.0,52.0,0.0,12888.0,34400.0,21460.0,0.0,0.0
61755.0,6529.0,8099.0,1446.0,5822.0,1194.0,91.0,5.0,57.0,2.0,15000.0,38245.0,23188.0,0.0,0.0
57832.0,6909.0,8534.0,1512.0,6377.0,1260.0,86.0,6.0,69.0,1.0,17414.0,42168.0,24685.0,0.0,0.0
54000.0,7160.0,8778.0,1492.0,6904.0,1436.0,95.0,5.0,79.0,1.0,20050.0,46000.0,25871.0,0.0,0.0
50137.0,7357.0,8973.0,1526.0,7314.0,1509.0,108.0,4.0,95.0,1.0,22976.0,49863.0,26792.0,0.0,0.0
46500.0,7417.0,8882.0,1522.0,7735.0,1577.0,127.0,8.0,100.0,3.0,26129.0,53500.0,27271.0,0.0,0.0
43166.0,7346.0,8655.0,1406.0,8026.0,1666.0,141.0,6.0,117.0,4.0,29467.0,56834.0,27250.0,0.0,0.0
40007.0,7224.0,8260.0,1325.0,8192.0,1675.0,151.0,7.0,134.0,2.0,33023.0,59993.0,26836.0,0.0,0.0
37094.0,7049.0,7686.0,1259.0,8315.0,1644.0,142.0,8.0,158.0,2.0,36643.0,62906.0,26105.0,0.0,0.0
34450.0,6703.0,7175.0,1178.0,8228.0,1566.0,177.0,9.0,180.0,1.0,40333.0,65550.0,25037.0,0.0,0.0
32214.0,6277.0,6570.0,1047.0,7930.0,1580.0,155.0,7.0,203.0,0.0,44017.0,67786.0,23566.0,0.0,0.0
30227.0,5759.0,5840.0,928.0,7614.0,1484.0,191.0,12.0,226.0,1.0,47718.0,69773.0,21829.0,0.0,0.0
28476.0,5268.0,5195.0,800.0,7135.0,1420.0,184.0,16.0,261.0,2.0,51243.0,71524.0,20020.0,0.0,0.0
26975.0,4762.0,4595.0,700.0,6564.0,1263.0,210.0,14.0,287.0,3.0,54627.0,73025.0,18111.0,0.0,0.0
25578.0,4313.0,4049.0,602.0,5976.0,1190.0,172.0,15.0,325.0,1.0,57779.0,74422.0,16318.0,0.0,0.0
24433.0,3830.0,3515.0,497.0,5396.0,1039.0,155.0,18.0,361.0,3.0,60753.0,75567.0,14453.0,0.0,0.0
23492.0,3343.0,3033.0,424.0,4805.0,931.0,149.0,12.0,397.0,4.0,63410.0,76508.0,12701.0,0.0,0.0
22687.0,2921.0,2605.0,355.0,4244.0,796.0,150.0,10.0,424.0,1.0,65807.0,77313.0,11082.0,0.0,0.0
22029.0,2534.0,2176.0,305.0,3735.0,692.0,122.0,14.0,449.0,2.0,67942.0,77971.0,9580.0,0.0,0.0
21421.0,2192.0,1868.0,252.0,3199.0,581.0,112.0,10.0,476.0,3.0,69886.0,78579.0,8217.0,0.0,0.0
20918.0,1905.0,1590.0,220.0,2792.0,496.0,99.0,8.0,498.0,4.0,71470.0,79082.0,7114.0,0.0,0.0
20510.0,1631.0,1350.0,193.0,2378.0,409.0,91.0,10.0,510.0,1.0,72917.0,79490.0,6063.0,0.0,0.0
20181.0,1374.0,1105.0,147.0,2084.0,364.0,72.0,7.0,530.0,3.0,74133.0,79819.0,5156.0,0.0,0.0
19866.0,1173.0,953.0,131.0,1765.0,304.0,62.0,6.0,545.0,0.0,75195.0,80134.0,4394.0,0.0,0.0
19628.0,992.0,820.0,115.0,1458.0,246.0,58.0,6.0,553.0,2.0,76122.0,80372.0,3697.0,0.0,0.0
19427.0,836.0,678.0,90.0,1242.0,219.0,49.0,4.0,569.0,2.0,76884.0,80573.0,3120.0,0.0,0.0
19262.0,686.0,537.0,72.0,1095.0,186.0,44.0,5.0,578.0,3.0,77532.0,80738.0,2628.0,0.0,0.0
19129.0,562.0,459.0,66.0,895.0,156.0,33.0,4.0,589.0,0.0,78107.0,80871.0,2175.0,0.0,0.0
19033.0,456.0,358.0,51.0,751.0,132.0,32.0,1.0,598.0,0.0,78588.0,80967.0,1781.0,0.0,0.0
18941.0,399.0,300.0,38.0,608.0,114.0,24.0,5.0,604.0,0.0,78967.0,81059.0,1488.0,0.0,0.0
18846.0,337.0,269.0,32.0,474.0,96.0,22.0,2.0,611.0,1.0,79310.0,81154.0,1233.0,0.0,0.0
18780.0,290.0,225.0,23.0,406.0,78.0,21.0,1.0,616.0,0.0,79560.0,81220.0,1044.0,0.0,0.0
18732.0,247.0,194.0,19.0,334.0,60.0,17.0,1.0,621.0,0.0,79775.0,81268.0,872.0,0.0,0.0
18696.0,203.0,153.0,15.0,297.0,44.0,15.0,2.0,624.0,0.0,79951.0,81304.0,729.0,0.0,0.0
18658.0,164.0,126.0,12.0,243.0,37.0,11.0,1.0,627.0,1.0,80120.0,81342.0,595.0,0.0,0.0
18631.0,136.0,109.0,9.0,194.0,28.0,7.0,1.0,631.0,0.0,80254.0,81369.0,484.0,0.0,0.0
18603.0,113.0,92.0,5.0,164.0,27.0,5.0,0.0,632.0,0.0,80359.0,81397.0,406.0,0.0,0.0
18586.0,91.0,67.0,5.0,148.0,20.0,5.0,0.0,634.0,0.0,80444.0,81414.0,336.0,0.0,0.0
18568.0,73.0,53.0,6.0,122.0,17.0,2.0,1.0,634.0,0.0,80524.0,81432.0,274.0,0.0,0.0
18557.0,59.0,39.0,7.0,98.0,14.0,3.0,0.0,635.0,0.0,80588.0,81443.0,220.0,0.0,0.0
18550.0,48.0,34.0,7.0,78.0,9.0,6.0,0.0,635.0,0.0,80633.0,81450.0,182.0,0.0,0.0
18540.0,37.0,27.0,7.0,58.0,6.0,1.0,0.0,637.0,0.0,80687.0,81460.0,136.0,0.0,0.0
18531.0,35.0,21.0,5.0,53.0,6.0,1.0,0.0,637.0,0.0,80711.0,81469.0,121.0,0.0,0.0
