SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99993.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
99988.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,0.0,0.0,0.0
99988.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,0.0,0.0,0.0
99987.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0
99985.0,5.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0
99979.0,7.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,21.0,17.0,0.0,0.0,0.0
99977.0,7.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,23.0,17.0,0.0,0.0,300.0
99974.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,26.0,19.0,0.0,0.0,300.0
99970.0,6.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,30.0,21.0,0.0,0.0,300.0
99964.0,10.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,36.0,26.0,0.0,0.0,300.0
99962.0,8.0,6.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,13.0,38.0,25.0,0.0,0.0,300.0
99957.0,10.0,7.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,15.0,43.0,28.0,0.0,0.0,300.0
99951.0,10.0,10.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,19.0,49.0,30.0,0.0,0.0,300.0
99939.0,11.0,13.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,23.0,61.0,38.0,0.0,0.0,300.0
99929.0,12.0,16.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,27.0,71.0,44.0,0.0,0.0,300.0
99923.0,11.0,19.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,32.0,77.0,45.0,0.0,0.0,300.0
99908.0,12.0,23.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,34.0,92.0,58.0,0.0,0.0,300.0
99893.0,14.0,26.0,10.0,15.0,2.0,0.0,0.0,0.0,0.0,40.0,107.0,67.0,0.0,0.0,300.0
99876.0,18.0,30.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,45.0,124.0,79.0,0.0,0.0,300.0
99856.0,21.0,36.0,11.0,16.0,6.0,0.0,0.0,0.0,0.0,54.0,144.0,90.0,0.0,0.0,300.0
99834.0,26.0,37.0,10.0,24.0,7.0,0.0,0.0,0.0,0.0,62.0,166.0,104.0,0.0,0.0,300.0
99803.0,36.0,43.0,9.0,31.0,10.0,0.0,0.0,0.0,0.0,68.0,197.0,129.0,0.0,0.0,300.0
99747.0,46.0,72.0,16.0,33.0,10.0,0.0,0.0,0.0,0.0,76.0,253.0,177.0,0.0,0.0,300.0
99713.0,52.0,81.0,14.0,37.0,15.0,0.0,0.0,0.0,0.0,88.0,287.0,199.0,0.0,0.0,300.0
99659.0,64.0,96.0,16.0,47.0,16.0,1.0,0.0,0.0,0.0,101.0,341.0,240.0,0.0,0.0,300.0
99613.0,73.0,110.0,18.0,52.0,15.0,3.0,0.0,0.0,0.0,116.0,387.0,271.0,0.0,0.0,300.0
99540.0,83.0,123.0,24.0,66.0,18.0,3.0,0.0,0.0,0.0,143.0,460.0,317.0,0.0,0.0,300.0
99448.0,104.0,143.0,30.0,79.0,18.0,4.0,0.0,0.0,0.0,174.0,552.0,378.0,0.0,0.0,300.0
99331.0,131.0,182.0,42.0,96.0,19.0,3.0,1.0,0.0,0.0,195.0,669.0,474.0,0.0,0.0,300.0
99193.0,163.0,231.0,53.0,105.0,20.0,3.0,1.0,1.0,0.0,230.0,807.0,576.0,0.0,0.0,300.0
99066.0,186.0,265.0,56.0,122.0,25.0,4.0,1.0,2.0,0.0,273.0,934.0,659.0,0.0,0.0,300.0
98883.0,224.0,318.0,68.0,145.0,34.0,0.0,0.0,4.0,0.0,324.0,1117.0,789.0,0.0,0.0,300.0
98648.0,278.0,390.0,74.0,179.0,47.0,1.0,0.0,4.0,0.0,379.0,1352.0,969.0,0.0,0.0,300.0
98381.0,309.0,469.0,85.0,241.0,52.0,3.0,0.0,4.0,0.0,456.0,1619.0,1159.0,0.0,0.0,300.0
98000.0,410.0,610.0,95.0,285.0,62.0,4.0,0.0,4.0,0.0,530.0,2000.0,1466.0,0.0,0.0,300.0
97629.0,468.0,720.0,112.0,336.0,69.0,7.0,0.0,4.0,0.0,655.0,2371.0,1712.0,0.0,0.0,300.0
97185.0,574.0,861.0,114.0,385.0,90.0,5.0,1.0,4.0,0.0,781.0,2815.0,2030.0,0.0,0.0,300.0
