SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99992.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0
99988.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0
99987.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0
99986.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0
99985.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0
99980.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,16.0
99974.0,2.0,9.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,26.0,20.0
99962.0,4.0,16.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,38.0,30.0
99958.0,5.0,17.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,42.0,34.0
99944.0,8.0,21.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,12.0,56.0,44.0
99929.0,10.0,27.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,71.0,56.0
99913.0,14.0,26.0,8.0,14.0,5.0,0.0,0.0,0.0,0.0,20.0,87.0,67.0
99889.0,19.0,36.0,10.0,17.0,7.0,0.0,0.0,0.0,0.0,22.0,111.0,89.0
99867.0,27.0,44.0,10.0,17.0,7.0,0.0,0.0,0.0,0.0,28.0,133.0,105.0
99836.0,36.0,55.0,12.0,19.0,6.0,2.0,0.0,0.0,0.0,34.0,164.0,130.0
99811.0,39.0,58.0,13.0,26.0,7.0,0.0,0.0,0.0,0.0,46.0,189.0,143.0
99774.0,52.0,62.0,13.0,32.0,9.0,0.0,0.0,0.0,0.0,58.0,226.0,168.0
99729.0,67.0,71.0,16.0,41.0,9.0,0.0,0.0,0.0,0.0,67.0,271.0,204.0
99672.0,77.0,91.0,16.0,49.0,12.0,0.0,0.0,0.0,0.0,83.0,328.0,245.0
99609.0,90.0,110.0,15.0,51.0,18.0,0.0,0.0,0.0,0.0,107.0,391.0,284.0
99514.0,115.0,144.0,25.0,53.0,17.0,1.0,0.0,0.0,0.0,131.0,486.0,355.0
99421.0,131.0,178.0,30.0,70.0,15.0,1.0,0.0,0.0,0.0,154.0,579.0,425.0
99324.0,144.0,204.0,38.0,89.0,13.0,2.0,0.0,0.0,0.0,186.0,676.0,490.0
99216.0,156.0,214.0,47.0,122.0,19.0,0.0,0.0,0.0,0.0,226.0,784.0,558.0
99054.0,195.0,255.0,52.0,154.0,22.0,2.0,0.0,0.0,0.0,266.0,946.0,680.0
98832.0,242.0,338.0,68.0,171.0,33.0,2.0,0.0,0.0,0.0,314.0,1168.0,854.0
98598.0,308.0,398.0,81.0,198.0,41.0,2.0,0.0,0.0,0.0,374.0,1402.0,1028.0
98340.0,374.0,453.0,100.0,229.0,44.0,5.0,0.0,0.0,0.0,455.0,1660.0,1205.0
98060.0,425.0,513.0,108.0,277.0,58.0,2.0,0.0,1.0,0.0,556.0,1940.0,1383.0
