SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0
99994.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,1.0,0.0
99993.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0
99991.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,0.0,1.0,0.0
99991.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,1.0,0.0
99991.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,1.0,0.0
99991.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0
99989.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,3.0,0.0
99988.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0
99987.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,5.0,0.0,1.0,0.0
99987.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,5.0,0.0,0.0,0.0
99986.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,5.0,0.0,0.0,0.0
99986.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,5.0,0.0,2.0,0.0
99985.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,6.0,0.0,2.0,0.0
99983.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,17.0,7.0,0.0,2.0,0.0
99979.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,21.0,11.0,0.0,4.0,0.0
99979.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,21.0,11.0,0.0,1.0,0.0
99975.0,3.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,0.0,1.0,0.0
99972.0,4.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,28.0,15.0,0.0,4.0,0.0
99971.0,4.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,29.0,15.0,0.0,3.0,0.0
99966.0,6.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,34.0,19.0,0.0,2.0,0.0
99966.0,4.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,34.0,16.0,0.0,2.0,0.0
99963.0,5.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,18.0,37.0,19.0,0.0,4.0,0.0
99958.0,7.0,10.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,19.0,42.0,23.0,0.0,0.0,0.0
99954.0,9.0,6.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,19.0,46.0,27.0,0.0,8.0,0.0
99948.0,9.0,9.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,24.0,52.0,27.0,0.0,3.0,0.0
99942.0,6.0,12.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,29.0,58.0,28.0,0.0,5.0,0.0
99935.0,9.0,14.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,30.0,65.0,34.0,0.0,3.0,0.0
99923.0,10.0,16.0,8.0,7.0,1.0,0.0,0.0,1.0,0.0,34.0,77.0,42.0,0.0,5.0,0.0
99913.0,11.0,21.0,8.0,7.0,2.0,0.0,0.0,1.0,0.0,37.0,87.0,49.0,0.0,7.0,0.0
99903.0,11.0,21.0,6.0,14.0,3.0,0.0,0.0,1.0,0.0,41.0,97.0,55.0,0.0,14.0,0.0
99890.0,17.0,26.0,7.0,14.0,3.0,0.0,0.0,1.0,0.0,42.0,110.0,67.0,0.0,8.0,0.0
99876.0,18.0,29.0,7.0,15.0,4.0,0.0,0.0,1.0,0.0,50.0,124.0,73.0,0.0,11.0,0.0
99854.0,18.0,42.0,9.0,16.0,4.0,0.0,0.0,1.0,0.0,56.0,146.0,89.0,0.0,12.0,0.0
99839.0,23.0,42.0,7.0,22.0,6.0,0.0,0.0,1.0,0.0,60.0,161.0,100.0,0.0,19.0,0.0
99814.0,26.0,50.0,8.0,22.0,7.0,1.0,0.0,1.0,0.0,71.0,186.0,114.0,0.0,18.0,0.0
99793.0,27.0,51.0,8.0,30.0,9.0,0.0,0.0,1.0,0.0,81.0,207.0,125.0,0.0,25.0,0.0
99763.0,28.0,64.0,9.0,40.0,9.0,0.0,0.0,1.0,0.0,86.0,237.0,150.0,0.0,28.0,0.0
99727.0,39.0,71.0,9.0,44.0,9.0,1.0,0.0,1.0,0.0,99.0,273.0,173.0,0.0,31.0,0.0
