SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99993.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0
99992.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0
99990.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0
99986.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0
99985.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,0.0,0.0,0.0
99982.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,18.0,12.0,0.0,0.0,0.0
99980.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,20.0,14.0,0.0,0.0,0.0
99975.0,8.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,25.0,18.0,0.0,0.0,0.0
99968.0,9.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0,32.0,24.0,0.0,0.0,0.0
99960.0,10.0,12.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,9.0,40.0,31.0,0.0,0.0,0.0
99955.0,11.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,45.0,31.0,0.0,0.0,0.0
99945.0,13.0,18.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,17.0,55.0,38.0,0.0,0.0,0.0
99937.0,12.0,17.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,63.0,43.0,0.0,0.0,0.0
99916.0,13.0,28.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,23.0,84.0,61.0,0.0,0.0,0.0
99899.0,16.0,32.0,7.0,18.0,2.0,0.0,0.0,0.0,0.0,26.0,101.0,75.0,0.0,0.0,0.0
99885.0,19.0,37.0,9.0,17.0,2.0,0.0,0.0,0.0,0.0,31.0,115.0,84.0,0.0,0.0,0.0
99855.0,26.0,45.0,14.0,21.0,3.0,0.0,0.0,0.0,0.0,36.0,145.0,109.0,0.0,0.0,0.0
99833.0,25.0,55.0,13.0,23.0,5.0,0.0,0.0,0.0,0.0,46.0,167.0,121.0,0.0,0.0,0.0
99800.0,31.0,69.0,11.0,27.0,10.0,0.0,0.0,0.0,0.0,52.0,200.0,148.0,0.0,0.0,0.0
99750.0,47.0,84.0,12.0,31.0,10.0,1.0,0.0,0.0,0.0,65.0,250.0,185.0,0.0,0.0,0.0
99700.0,56.0,101.0,11.0,43.0,11.0,0.0,0.0,0.0,0.0,78.0,300.0,222.0,0.0,0.0,0.0
99631.0,68.0,126.0,14.0,53.0,15.0,0.0,0.0,0.0,0.0,93.0,369.0,276.0,0.0,0.0,0.0
99574.0,75.0,136.0,20.0,68.0,15.0,0.0,0.0,0.0,0.0,112.0,426.0,314.0,0.0,0.0,0.0
99475.0,103.0,161.0,24.0,90.0,16.0,2.0,0.0,0.0,0.0,129.0,525.0,396.0,0.0,0.0,0.0
99364.0,127.0,184.0,30.0,113.0,14.0,4.0,0.0,0.0,0.0,164.0,636.0,472.0,0.0,0.0,0.0
99247.0,150.0,224.0,33.0,125.0,17.0,2.0,0.0,0.0,0.0,202.0,753.0,551.0,0.0,0.0,0.0
99116.0,181.0,249.0,44.0,144.0,20.0,2.0,0.0,0.0,0.0,244.0,884.0,640.0,0.0,0.0,0.0
98957.0,204.0,290.0,47.0,156.0,29.0,2.0,1.0,0.0,0.0,314.0,1043.0,729.0,0.0,0.0,0.0
98752.0,243.0,341.0,62.0,187.0,35.0,1.0,0.0,2.0,0.0,377.0,1248.0,869.0,0.0,0.0,0.0
98505.0,288.0,425.0,78.0,216.0,39.0,2.0,0.0,2.0,0.0,445.0,1495.0,1048.0,0.0,0.0,0.0
98230.0,334.0,507.0,98.0,253.0,47.0,3.0,0.0,2.0,0.0,526.0,1770.0,1242.0,0.0,0.0,0.0
97901.0,397.0,590.0,112.0,301.0,65.0,0.0,0.0,3.0,0.0,631.0,2099.0,1465.0,0.0,0.0,0.0
97481.0,474.0,731.0,140.0,344.0,79.0,0.0,0.0,3.0,0.0,748.0,2519.0,1768.0,0.0,0.0,0.0
97027.0,558.0,859.0,147.0,429.0,91.0,2.0,0.0,3.0,0.0,884.0,2973.0,2086.0,0.0,0.0,0.0
96495.0,662.0,1016.0,169.0,497.0,105.0,4.0,0.0,3.0,0.0,1049.0,3505.0,2453.0,0.0,0.0,0.0
95843.0,827.0,1170.0,195.0,591.0,130.0,4.0,0.0,3.0,0.0,1237.0,4157.0,2917.0,0.0,0.0,0.0
95094.0,977.0,1384.0,248.0,675.0,147.0,8.0,0.0,4.0,0.0,1463.0,4906.0,3439.0,0.0,0.0,0.0
