SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99994.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
99992.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
99989.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,0.0,0.0
99988.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,0.0,0.0
99986.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,0.0
99980.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,20.0,17.0,0.0,0.0
99975.0,6.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,25.0,19.0,0.0,0.0
99970.0,7.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,30.0,23.0,0.0,0.0
99965.0,8.0,11.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,35.0,27.0,0.0,0.0
99960.0,9.0,10.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,40.0,31.0,0.0,0.0
99953.0,12.0,13.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,47.0,36.0,0.0,0.0
99941.0,16.0,15.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,16.0,59.0,43.0,0.0,0.0
99927.0,18.0,21.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,19.0,73.0,54.0,0.0,0.0
99914.0,16.0,29.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,24.0,86.0,62.0,0.0,0.0
99890.0,22.0,41.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,29.0,110.0,81.0,0.0,0.0
99878.0,24.0,38.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,33.0,122.0,89.0,0.0,0.0
99858.0,28.0,39.0,10.0,21.0,4.0,0.0,0.0,0.0,0.0,40.0,142.0,102.0,0.0,0.0
99831.0,31.0,47.0,12.0,27.0,4.0,1.0,0.0,0.0,0.0,47.0,169.0,122.0,0.0,0.0
99792.0,41.0,58.0,15.0,31.0,4.0,1.0,0.0,0.0,0.0,58.0,208.0,150.0,0.0,0.0
99749.0,56.0,69.0,15.0,38.0,5.0,1.0,0.0,0.0,0.0,67.0,251.0,184.0,0.0,0.0
99697.0,65.0,93.0,14.0,39.0,8.0,1.0,0.0,0.0,0.0,83.0,303.0,220.0,0.0,0.0
99644.0,72.0,115.0,16.0,47.0,10.0,1.0,1.0,0.0,0.0,94.0,356.0,262.0,0.0,0.0
99566.0,88.0,137.0,21.0,61.0,13.0,1.0,1.0,0.0,0.0,112.0,434.0,322.0,0.0,0.0
99468.0,112.0,169.0,29.0,76.0,17.0,0.0,0.0,1.0,0.0,128.0,532.0,403.0,0.0,0.0
99361.0,124.0,201.0,35.0,97.0,17.0,0.0,0.0,1.0,0.0,164.0,639.0,474.0,0.0,0.0
99225.0,151.0,248.0,37.0,116.0,19.0,1.0,0.0,1.0,0.0,202.0,775.0,572.0,0.0,0.0
99060.0,184.0,299.0,46.0,136.0,30.0,0.0,0.0,1.0,0.0,244.0,940.0,695.0,0.0,0.0
98840.0,229.0,379.0,67.0,158.0,30.0,0.0,0.0,1.0,0.0,296.0,1160.0,863.0,0.0,0.0
98609.0,277.0,436.0,83.0,199.0,33.0,1.0,0.0,1.0,0.0,361.0,1391.0,1029.0,0.0,0.0
98359.0,339.0,492.0,88.0,248.0,39.0,0.0,0.0,1.0,0.0,434.0,1641.0,1206.0,0.0,0.0
98066.0,398.0,539.0,113.0,315.0,57.0,0.0,0.0,1.0,0.0,511.0,1934.0,1422.0,0.0,0.0
97650.0,485.0,677.0,138.0,358.0,68.0,0.0,0.0,1.0,0.0,623.0,2350.0,1726.0,0.0,0.0
97178.0,577.0,827.0,159.0,414.0,82.0,4.0,0.0,1.0,0.0,758.0,2822.0,2063.0,0.0,0.0
96666.0,694.0,955.0,172.0,484.0,103.0,5.0,0.0,1.0,0.0,920.0,3334.0,2413.0,0.0,0.0
96013.0,812.0,1148.0,204.0,582.0,128.0,6.0,0.0,1.0,0.0,1106.0,3987.0,2880.0,0.0,0.0
95265.0,971.0,1335.0,229.0,689.0,153.0,6.0,1.0,1.0,0.0,1350.0,4735.0,3384.0,0.0,0.0
94405.0,1158.0,1547.0,272.0,826.0,171.0,6.0,1.0,2.0,0.0,1612.0,5595.0,3981.0,0.0,0.0
93379.0,1373.0,1822.0,313.0,952.0,210.0,5.0,1.0,2.0,0.0,1943.0,6621.0,4676.0,0.0,0.0
92186.0,1633.0,2148.0,368.0,1120.0,232.0,6.0,0.0,5.0,0.0,2302.0,7814.0,5507.0,0.0,0.0
90866.0,1860.0,2490.0,414.0,1313.0,265.0,16.0,0.0,6.0,0.0,2770.0,9134.0,6358.0,0.0,0.0
89345.0,2162.0,2824.0,477.0,1552.0,288.0,16.0,0.0,6.0,0.0,3330.0,10655.0,7319.0,0.0,0.0
87609.0,2498.0,3226.0,538.0,1804.0,332.0,19.0,1.0,7.0,0.0,3966.0,12391.0,8418.0,0.0,0.0
85635.0,2843.0,3745.0,600.0,2099.0,395.0,17.0,0.0,8.0,1.0,4657.0,14365.0,9700.0,0.0,0.0
83402.0,3200.0,4347.0,638.0,2450.0,459.0,20.0,2.0,10.0,0.0,5472.0,16598.0,11116.0,0.0,0.0
80990.0,3546.0,4945.0,679.0,2835.0,533.0,19.0,3.0,12.0,1.0,6437.0,19010.0,12561.0,0.0,0.0
78378.0,3950.0,5486.0,755.0,3226.0,551.0,25.0,0.0,15.0,1.0,7613.0,21622.0,13994.0,0.0,0.0
75538.0,4397.0,5963.0,847.0,3653.0,593.0,25.0,1.0,16.0,0.0,8967.0,24462.0,15479.0,0.0,0.0
72536.0,4848.0,6377.0,901.0,4197.0,661.0,27.0,2.0,19.0,0.0,10432.0,27464.0,17013.0,0.0,0.0
69584.0,5197.0,6622.0,968.0,4702.0,734.0,50.0,0.0,21.0,0.0,12122.0,30416.0,18273.0,0.0,0.0
66420.0,5628.0,6964.0,1018.0,5147.0,797.0,51.0,2.0,25.0,0.0,13948.0,33580.0,19607.0,0.0,0.0
63171.0,5907.0,7259.0,1053.0,5621.0,850.0,59.0,5.0,30.0,0.0,16045.0,36829.0,20754.0,0.0,0.0
59954.0,6157.0,7429.0,1044.0,5981.0,963.0,40.0,5.0,40.0,1.0,18386.0,40046.0,21620.0,0.0,0.0
56762.0,6387.0,7556.0,1014.0,6293.0,1015.0,48.0,2.0,49.0,2.0,20872.0,43238.0,22317.0,0.0,0.0
53899.0,6485.0,7416.0,986.0,6589.0,1046.0,62.0,1.0,56.0,0.0,23460.0,46101.0,22585.0,0.0,0.0
51067.0,6415.0,7116.0,951.0,6895.0,1058.0,66.0,2.0,59.0,1.0,26370.0,48933.0,22504.0,0.0,0.0
48466.0,6283.0,6780.0,897.0,7035.0,1092.0,70.0,3.0,65.0,1.0,29308.0,51534.0,22161.0,0.0,0.0
45976.0,6102.0,6540.0,809.0,6990.0,1105.0,71.0,3.0,69.0,2.0,32333.0,54024.0,21622.0,0.0,0.0
43851.0,5797.0,6069.0,724.0,6822.0,1079.0,76.0,6.0,78.0,1.0,35497.0,56149.0,20574.0,0.0,0.0
41922.0,5389.0,5599.0,652.0,6598.0,1026.0,90.0,2.0,86.0,1.0,38635.0,58078.0,19357.0,0.0,0.0
40269.0,4971.0,5026.0,570.0,6236.0,975.0,83.0,6.0,90.0,2.0,41772.0,59731.0,17869.0,0.0,0.0
38732.0,4593.0,4490.0,519.0,5938.0,903.0,84.0,3.0,99.0,3.0,44636.0,61268.0,16533.0,0.0,0.0
37429.0,4143.0,3997.0,456.0,5542.0,823.0,90.0,11.0,110.0,0.0,47399.0,62571.0,15062.0,0.0,0.0
36248.0,3746.0,3494.0,408.0,5131.0,735.0,83.0,11.0,119.0,3.0,50022.0,63752.0,13611.0,0.0,0.0
35292.0,3333.0,3074.0,338.0,4573.0,646.0,80.0,8.0,133.0,3.0,52520.0,64708.0,12055.0,0.0,0.0
34485.0,2947.0,2620.0,290.0,4195.0,559.0,69.0,3.0,144.0,2.0,54686.0,65515.0,10685.0,0.0,0.0
33768.0,2627.0,2265.0,242.0,3665.0,488.0,73.0,4.0,154.0,0.0,56714.0,66232.0,9364.0,0.0,0.0
33137.0,2337.0,1941.0,210.0,3217.0,417.0,51.0,5.0,163.0,2.0,58520.0,66863.0,8180.0,0.0,0.0
32630.0,2018.0,1640.0,161.0,2812.0,370.0,55.0,2.0,168.0,1.0,60143.0,67370.0,7059.0,0.0,0.0
32167.0,1694.0,1462.0,140.0,2397.0,317.0,42.0,8.0,176.0,1.0,61596.0,67833.0,6061.0,0.0,0.0
31780.0,1447.0,1260.0,115.0,2103.0,258.0,44.0,5.0,185.0,1.0,62802.0,68220.0,5233.0,0.0,0.0
31460.0,1239.0,1077.0,98.0,1802.0,221.0,27.0,7.0,192.0,1.0,63876.0,68540.0,4472.0,0.0,0.0
31193.0,1053.0,897.0,77.0,1569.0,195.0,26.0,2.0,199.0,2.0,64787.0,68807.0,3821.0,0.0,0.0
30974.0,896.0,775.0,63.0,1362.0,165.0,24.0,2.0,201.0,0.0,65538.0,69026.0,3287.0,0.0,0.0
30769.0,758.0,689.0,57.0,1143.0,131.0,27.0,2.0,206.0,0.0,66218.0,69231.0,2807.0,0.0,0.0
30602.0,632.0,580.0,47.0,1011.0,109.0,21.0,1.0,209.0,0.0,66788.0,69398.0,2401.0,0.0,0.0
30451.0,531.0,496.0,44.0,862.0,86.0,19.0,2.0,210.0,1.0,67298.0,69549.0,2041.0,0.0,0.0
30318.0,443.0,422.0,42.0,731.0,70.0,11.0,6.0,212.0,0.0,67745.0,69682.0,1725.0,0.0,0.0
30220.0,378.0,347.0,33.0,636.0,58.0,20.0,0.0,220.0,1.0,68087.0,69780.0,1473.0,0.0,0.0
30134.0,315.0,298.0,28.0,540.0,50.0,11.0,3.0,220.0,0.0,68401.0,69866.0,1245.0,0.0,0.0
30058.0,275.0,249.0,22.0,451.0,42.0,9.0,3.0,220.0,1.0,68670.0,69942.0,1052.0,0.0,0.0
30004.0,235.0,197.0,11.0,395.0,40.0,3.0,3.0,225.0,0.0,68887.0,69996.0,884.0,0.0,0.0
29951.0,201.0,172.0,12.0,329.0,33.0,0.0,0.0,227.0,1.0,69074.0,70049.0,748.0,0.0,0.0
29906.0,174.0,150.0,11.0,268.0,30.0,2.0,0.0,227.0,0.0,69232.0,70094.0,635.0,0.0,0.0
29877.0,140.0,119.0,9.0,223.0,23.0,2.0,0.0,227.0,0.0,69380.0,70123.0,516.0,0.0,0.0
29844.0,114.0,109.0,8.0,173.0,20.0,1.0,0.0,227.0,0.0,69504.0,70156.0,425.0,0.0,0.0
29825.0,96.0,91.0,6.0,149.0,15.0,3.0,0.0,227.0,0.0,69588.0,70175.0,360.0,0.0,0.0
29811.0,78.0,67.0,3.0,129.0,15.0,0.0,0.0,227.0,0.0,69670.0,70189.0,292.0,0.0,0.0
29797.0,66.0,47.0,1.0,113.0,13.0,1.0,0.0,227.0,0.0,69735.0,70203.0,241.0,0.0,0.0
29787.0,55.0,41.0,3.0,99.0,8.0,1.0,0.0,227.0,0.0,69779.0,70213.0,207.0,0.0,0.0
29779.0,50.0,34.0,2.0,71.0,9.0,0.0,0.0,227.0,0.0,69828.0,70221.0,166.0,0.0,0.0
29770.0,38.0,31.0,2.0,60.0,4.0,1.0,0.0,227.0,0.0,69867.0,70230.0,136.0,0.0,0.0
29759.0,28.0,31.0,1.0,42.0,4.0,0.0,0.0,227.0,0.0,69908.0,70241.0,106.0,0.0,0.0
