SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
99994.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
99994.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
99993.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
99986.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,0.0,0.0
99986.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,0.0,0.0
99983.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,13.0,0.0,0.0
99983.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,13.0,0.0,0.0
99979.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,16.0,0.0,0.0
99972.0,7.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,28.0,23.0,0.0,0.0
99962.0,7.0,16.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,38.0,32.0,0.0,0.0
99958.0,7.0,17.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,8.0,42.0,34.0,0.0,0.0
99954.0,8.0,14.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,11.0,46.0,35.0,0.0,0.0
99948.0,9.0,12.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,16.0,52.0,36.0,0.0,0.0
99932.0,14.0,20.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,17.0,68.0,51.0,0.0,0.0
99922.0,15.0,25.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,25.0,78.0,53.0,0.0,0.0
99906.0,18.0,27.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,31.0,94.0,63.0,0.0,0.0
99893.0,23.0,25.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,35.0,107.0,72.0,0.0,0.0
99866.0,35.0,33.0,6.0,19.0,3.0,0.0,0.0,0.0,0.0,38.0,134.0,96.0,0.0,0.0
99835.0,44.0,39.0,6.0,26.0,4.0,0.0,0.0,0.0,0.0,46.0,165.0,119.0,0.0,0.0
99805.0,50.0,53.0,4.0,26.0,6.0,0.0,0.0,0.0,0.0,56.0,195.0,139.0,0.0,0.0
99764.0,56.0,74.0,7.0,28.0,6.0,0.0,0.0,0.0,0.0,65.0,236.0,171.0,0.0,0.0
99717.0,66.0,83.0,13.0,38.0,7.0,0.0,0.0,0.0,0.0,76.0,283.0,207.0,0.0,0.0
99652.0,76.0,100.0,20.0,55.0,5.0,1.0,0.0,0.0,0.0,91.0,348.0,257.0,0.0,0.0
99577.0,88.0,139.0,20.0,52.0,7.0,1.0,0.0,0.0,0.0,116.0,423.0,307.0,0.0,0.0
99502.0,101.0,157.0,23.0,73.0,11.0,0.0,0.0,0.0,0.0,133.0,498.0,365.0,0.0,0.0
99406.0,112.0,189.0,33.0,80.0,16.0,0.0,0.0,0.0,0.0,164.0,594.0,430.0,0.0,0.0
99294.0,129.0,214.0,40.0,112.0,20.0,0.0,0.0,0.0,0.0,191.0,706.0,515.0,0.0,0.0
99141.0,151.0,272.0,46.0,136.0,22.0,1.0,0.0,0.0,0.0,231.0,859.0,628.0,0.0,0.0
98969.0,183.0,329.0,58.0,156.0,30.0,0.0,0.0,0.0,0.0,275.0,1031.0,756.0,0.0,0.0
98760.0,225.0,395.0,69.0,193.0,34.0,2.0,0.0,0.0,0.0,322.0,1240.0,918.0,0.0,0.0
98506.0,292.0,464.0,78.0,223.0,39.0,1.0,0.0,0.0,0.0,397.0,1494.0,1097.0,0.0,0.0
98231.0,358.0,527.0,95.0,268.0,47.0,2.0,0.0,0.0,0.0,472.0,1769.0,1297.0,0.0,0.0
97914.0,445.0,579.0,107.0,330.0,55.0,3.0,0.0,0.0,0.0,567.0,2086.0,1519.0,0.0,0.0
97479.0,546.0,697.0,132.0,398.0,67.0,4.0,0.0,0.0,0.0,677.0,2521.0,1844.0,0.0,0.0
96957.0,664.0,871.0,153.0,438.0,76.0,4.0,0.0,1.0,0.0,836.0,3043.0,2206.0,0.0,0.0
96395.0,771.0,1021.0,168.0,532.0,98.0,2.0,1.0,1.0,0.0,1011.0,3605.0,2593.0,0.0,0.0
95760.0,895.0,1195.0,189.0,608.0,119.0,3.0,0.0,2.0,0.0,1229.0,4240.0,3009.0,0.0,0.0
94987.0,1024.0,1412.0,229.0,728.0,126.0,4.0,0.0,2.0,0.0,1488.0,5013.0,3523.0,0.0,0.0
94190.0,1161.0,1604.0,254.0,844.0,143.0,8.0,1.0,3.0,0.0,1792.0,5810.0,4015.0,0.0,0.0
93137.0,1378.0,1874.0,266.0,1008.0,190.0,4.0,0.0,4.0,0.0,2139.0,6863.0,4720.0,0.0,0.0
91919.0,1633.0,2201.0,319.0,1206.0,217.0,10.0,0.0,4.0,0.0,2491.0,8081.0,5586.0,0.0,0.0
90581.0,1871.0,2586.0,391.0,1360.0,236.0,7.0,0.0,4.0,0.0,2964.0,9419.0,6451.0,0.0,0.0
89128.0,2102.0,2932.0,451.0,1588.0,265.0,10.0,0.0,5.0,0.0,3519.0,10872.0,7348.0,0.0,0.0
87381.0,2454.0,3320.0,507.0,1870.0,304.0,13.0,0.0,5.0,0.0,4146.0,12619.0,8468.0,0.0,0.0
85413.0,2802.0,3774.0,559.0,2159.0,365.0,13.0,1.0,5.0,0.0,4909.0,14587.0,9673.0,0.0,0.0
83257.0,3149.0,4228.0,615.0,2512.0,449.0,24.0,0.0,7.0,1.0,5758.0,16743.0,10978.0,0.0,0.0
80906.0,3562.0,4693.0,694.0,2876.0,499.0,29.0,2.0,8.0,0.0,6731.0,19094.0,12355.0,0.0,0.0
78406.0,3948.0,5166.0,767.0,3258.0,552.0,27.0,2.0,10.0,1.0,7863.0,21594.0,13721.0,0.0,0.0
75720.0,4352.0,5563.0,816.0,3674.0,609.0,31.0,3.0,14.0,0.0,9218.0,24280.0,15048.0,0.0,0.0
72832.0,4729.0,6032.0,861.0,4121.0,667.0,34.0,2.0,19.0,0.0,10703.0,27168.0,16446.0,0.0,0.0
69718.0,5145.0,6491.0,906.0,4556.0,737.0,38.0,3.0,22.0,1.0,12383.0,30282.0,17877.0,0.0,0.0
66618.0,5582.0,6865.0,909.0,4986.0,826.0,36.0,2.0,24.0,3.0,14149.0,33382.0,19209.0,0.0,0.0
63541.0,5877.0,7093.0,936.0,5418.0,893.0,41.0,4.0,27.0,1.0,16169.0,36459.0,20263.0,0.0,0.0
60501.0,6103.0,7159.0,932.0,5813.0,946.0,51.0,3.0,31.0,1.0,18460.0,39499.0,21008.0,0.0,0.0
57528.0,6308.0,7075.0,972.0,6085.0,963.0,61.0,3.0,34.0,1.0,20970.0,42472.0,21468.0,0.0,0.0
54662.0,6337.0,6985.0,966.0,6345.0,995.0,62.0,3.0,38.0,0.0,23607.0,45338.0,21693.0,0.0,0.0
51927.0,6258.0,6789.0,975.0,6562.0,1000.0,64.0,4.0,43.0,0.0,26378.0,48073.0,21652.0,0.0,0.0
49368.0,6089.0,6573.0,946.0,6673.0,1028.0,80.0,4.0,53.0,0.0,29186.0,50632.0,21393.0,0.0,0.0
47023.0,5881.0,6248.0,853.0,6650.0,1029.0,67.0,4.0,58.0,0.0,32187.0,52977.0,20732.0,0.0,0.0
44916.0,5624.0,5872.0,766.0,6457.0,1034.0,84.0,5.0,66.0,1.0,35175.0,55084.0,19843.0,0.0,0.0
42959.0,5286.0,5463.0,653.0,6321.0,1036.0,74.0,4.0,72.0,3.0,38129.0,57041.0,18840.0,0.0,0.0
41204.0,4925.0,5073.0,583.0,6015.0,996.0,90.0,2.0,79.0,2.0,41031.0,58796.0,17686.0,0.0,0.0
39755.0,4573.0,4486.0,506.0,5812.0,906.0,82.0,3.0,87.0,0.0,43790.0,60245.0,16368.0,0.0,0.0
38410.0,4146.0,3941.0,442.0,5558.0,814.0,92.0,4.0,94.0,1.0,46498.0,61590.0,14998.0,0.0,0.0
37207.0,3751.0,3508.0,391.0,5092.0,724.0,80.0,6.0,99.0,4.0,49138.0,62793.0,13556.0,0.0,0.0
36242.0,3316.0,3100.0,332.0,4616.0,658.0,88.0,8.0,102.0,5.0,51533.0,63758.0,12123.0,0.0,0.0
35319.0,2948.0,2775.0,291.0,4089.0,563.0,75.0,11.0,112.0,2.0,53815.0,64681.0,10754.0,0.0,0.0
34568.0,2604.0,2390.0,264.0,3669.0,495.0,64.0,4.0,127.0,3.0,55812.0,65432.0,9493.0,0.0,0.0
33942.0,2324.0,2055.0,215.0,3259.0,432.0,71.0,4.0,136.0,1.0,57561.0,66058.0,8361.0,0.0,0.0
33464.0,2016.0,1713.0,170.0,2876.0,359.0,65.0,4.0,146.0,1.0,59186.0,66536.0,7204.0,0.0,0.0
32970.0,1749.0,1450.0,156.0,2524.0,299.0,44.0,7.0,152.0,1.0,60648.0,67030.0,6230.0,0.0,0.0
32581.0,1530.0,1266.0,141.0,2184.0,258.0,26.0,9.0,159.0,1.0,61845.0,67419.0,5415.0,0.0,0.0
32233.0,1315.0,1092.0,115.0,1857.0,228.0,21.0,7.0,166.0,2.0,62964.0,67767.0,4637.0,0.0,0.0
31949.0,1138.0,941.0,96.0,1612.0,199.0,16.0,0.0,170.0,4.0,63875.0,68051.0,4006.0,0.0,0.0
31691.0,950.0,814.0,81.0,1379.0,169.0,20.0,1.0,170.0,0.0,64725.0,68309.0,3414.0,0.0,0.0
31508.0,797.0,673.0,65.0,1184.0,152.0,16.0,1.0,171.0,0.0,65433.0,68492.0,2888.0,0.0,0.0
31346.0,682.0,580.0,46.0,1003.0,128.0,11.0,0.0,171.0,1.0,66032.0,68654.0,2451.0,0.0,0.0
31215.0,577.0,477.0,33.0,846.0,114.0,9.0,2.0,171.0,0.0,66556.0,68785.0,2058.0,0.0,0.0
31109.0,496.0,380.0,28.0,719.0,93.0,10.0,1.0,173.0,1.0,66990.0,68891.0,1728.0,0.0,0.0
31023.0,420.0,300.0,21.0,623.0,66.0,12.0,1.0,173.0,0.0,67361.0,68977.0,1443.0,0.0,0.0
30943.0,351.0,242.0,22.0,529.0,54.0,9.0,2.0,174.0,0.0,67674.0,69057.0,1209.0,0.0,0.0
30867.0,305.0,219.0,16.0,421.0,39.0,5.0,1.0,175.0,2.0,67950.0,69133.0,1008.0,0.0,0.0
30826.0,262.0,166.0,13.0,347.0,34.0,6.0,1.0,175.0,0.0,68170.0,69174.0,829.0,0.0,0.0
30778.0,221.0,146.0,9.0,275.0,28.0,5.0,0.0,176.0,1.0,68361.0,69222.0,685.0,0.0,0.0
30745.0,183.0,112.0,7.0,233.0,24.0,1.0,1.0,176.0,0.0,68518.0,69255.0,561.0,0.0,0.0
30711.0,150.0,96.0,4.0,194.0,19.0,2.0,0.0,177.0,0.0,68647.0,69289.0,465.0,0.0,0.0
30681.0,117.0,94.0,3.0,154.0,12.0,1.0,0.0,177.0,0.0,68761.0,69319.0,381.0,0.0,0.0
30653.0,92.0,85.0,4.0,124.0,8.0,2.0,0.0,177.0,0.0,68855.0,69347.0,315.0,0.0,0.0
30646.0,75.0,58.0,2.0,105.0,6.0,3.0,0.0,177.0,0.0,68928.0,69354.0,249.0,0.0,0.0
30637.0,66.0,46.0,1.0,89.0,6.0,2.0,1.0,177.0,0.0,68975.0,69363.0,211.0,0.0,0.0
30629.0,55.0,30.0,2.0,84.0,3.0,3.0,0.0,178.0,0.0,69016.0,69371.0,177.0,0.0,0.0
30616.0,45.0,23.0,1.0,68.0,4.0,0.0,1.0,179.0,0.0,69063.0,69384.0,142.0,0.0,0.0
30602.0,40.0,23.0,3.0,56.0,3.0,1.0,0.0,179.0,1.0,69092.0,69398.0,127.0,0.0,0.0
