SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99992.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0
99992.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0
99991.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0
99990.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0
99989.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0
99988.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,124.0
99986.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,0.0,0.0,124.0
99983.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,10.0,0.0,0.0,124.0
99977.0,3.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,15.0,0.0,0.0,124.0
99972.0,5.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,20.0,0.0,0.0,124.0
99968.0,7.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,22.0,0.0,0.0,124.0
99964.0,7.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,26.0,0.0,0.0,124.0
99955.0,9.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,33.0,0.0,0.0,124.0
99949.0,7.0,16.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,51.0,36.0,0.0,0.0,124.0
99942.0,8.0,16.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,16.0,58.0,42.0,0.0,0.0,124.0
99931.0,9.0,19.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,22.0,69.0,47.0,0.0,0.0,124.0
99921.0,9.0,23.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,28.0,79.0,51.0,0.0,0.0,124.0
99906.0,9.0,31.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,35.0,94.0,59.0,0.0,0.0,124.0
99895.0,13.0,30.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,39.0,105.0,66.0,0.0,0.0,124.0
99876.0,20.0,34.0,5.0,20.0,4.0,0.0,0.0,0.0,0.0,41.0,124.0,83.0,0.0,0.0,124.0
99847.0,27.0,40.0,11.0,25.0,6.0,0.0,0.0,0.0,0.0,44.0,153.0,109.0,0.0,0.0,124.0
99821.0,35.0,43.0,13.0,29.0,5.0,1.0,0.0,0.0,0.0,53.0,179.0,126.0,0.0,0.0,124.0
99786.0,39.0,57.0,14.0,33.0,8.0,0.0,0.0,0.0,0.0,63.0,214.0,151.0,0.0,0.0,124.0
99751.0,42.0,75.0,16.0,35.0,7.0,0.0,0.0,0.0,0.0,74.0,249.0,175.0,0.0,0.0,124.0
99713.0,53.0,78.0,18.0,41.0,10.0,1.0,0.0,0.0,0.0,86.0,287.0,201.0,0.0,0.0,124.0
99645.0,71.0,93.0,25.0,49.0,11.0,1.0,0.0,0.0,0.0,105.0,355.0,250.0,0.0,0.0,124.0
99582.0,77.0,117.0,24.0,62.0,13.0,3.0,0.0,0.0,0.0,122.0,418.0,296.0,0.0,0.0,124.0
99502.0,88.0,145.0,27.0,74.0,18.0,0.0,0.0,1.0,0.0,145.0,498.0,352.0,0.0,0.0,124.0
99384.0,114.0,185.0,31.0,89.0,26.0,0.0,0.0,1.0,0.0,170.0,616.0,445.0,0.0,0.0,124.0
99278.0,141.0,214.0,30.0,95.0,31.0,0.0,0.0,1.0,0.0,210.0,722.0,511.0,0.0,0.0,124.0
99138.0,170.0,258.0,39.0,124.0,33.0,2.0,0.0,1.0,0.0,235.0,862.0,626.0,0.0,0.0,124.0
98960.0,201.0,322.0,47.0,136.0,39.0,1.0,0.0,1.0,0.0,293.0,1040.0,746.0,0.0,0.0,124.0
98771.0,253.0,354.0,59.0,175.0,40.0,1.0,0.0,1.0,0.0,346.0,1229.0,882.0,0.0,0.0,124.0
98531.0,303.0,417.0,80.0,217.0,38.0,4.0,0.0,1.0,0.0,409.0,1469.0,1059.0,0.0,0.0,124.0
98250.0,362.0,484.0,88.0,261.0,48.0,2.0,0.0,1.0,0.0,504.0,1750.0,1245.0,0.0,0.0,124.0
97901.0,437.0,590.0,105.0,301.0,61.0,3.0,0.0,2.0,0.0,600.0,2099.0,1497.0,0.0,0.0,124.0
