SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0
99994.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
99992.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
99990.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,2.0,0.0
99989.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,1.0,0.0
99983.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,14.0,0.0,1.0,0.0
99983.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,0.0,2.0,0.0
99983.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,0.0,1.0,0.0
99980.0,6.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,20.0,14.0,0.0,4.0,0.0
99972.0,9.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,28.0,22.0,0.0,4.0,0.0
99965.0,9.0,8.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,35.0,26.0,0.0,2.0,0.0
99961.0,9.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,39.0,26.0,0.0,2.0,0.0
99959.0,7.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,41.0,24.0,0.0,3.0,0.0
99952.0,10.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,48.0,31.0,0.0,2.0,0.0
99946.0,11.0,13.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,19.0,54.0,35.0,0.0,4.0,0.0
99935.0,14.0,14.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,23.0,65.0,42.0,0.0,9.0,0.0
99927.0,13.0,17.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,28.0,73.0,45.0,0.0,5.0,0.0
99911.0,22.0,18.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,31.0,89.0,58.0,0.0,8.0,0.0
99896.0,24.0,27.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,34.0,104.0,70.0,0.0,9.0,0.0
99874.0,30.0,36.0,7.0,13.0,4.0,0.0,0.0,0.0,0.0,36.0,126.0,90.0,0.0,9.0,0.0
99861.0,32.0,34.0,9.0,18.0,2.0,1.0,0.0,0.0,0.0,43.0,139.0,96.0,0.0,12.0,0.0
99841.0,33.0,44.0,10.0,21.0,3.0,0.0,0.0,0.0,0.0,48.0,159.0,111.0,0.0,13.0,0.0
99811.0,39.0,52.0,7.0,27.0,7.0,1.0,0.0,0.0,0.0,56.0,189.0,133.0,0.0,27.0,0.0
99776.0,51.0,57.0,11.0,31.0,7.0,1.0,0.0,0.0,0.0,66.0,224.0,158.0,0.0,20.0,0.0
99725.0,55.0,80.0,16.0,38.0,7.0,0.0,0.0,0.0,0.0,79.0,275.0,196.0,0.0,26.0,0.0
99688.0,58.0,94.0,16.0,38.0,9.0,0.0,0.0,0.0,0.0,97.0,312.0,215.0,0.0,33.0,0.0
99650.0,68.0,89.0,15.0,57.0,11.0,0.0,0.0,0.0,0.0,110.0,350.0,240.0,0.0,41.0,0.0
99584.0,82.0,111.0,16.0,62.0,17.0,0.0,0.0,0.0,0.0,128.0,416.0,288.0,0.0,46.0,0.0
99505.0,95.0,127.0,24.0,77.0,17.0,3.0,0.0,0.0,0.0,152.0,495.0,343.0,0.0,59.0,0.0
99437.0,111.0,152.0,22.0,83.0,17.0,1.0,0.0,0.0,0.0,177.0,563.0,386.0,0.0,55.0,0.0
99360.0,127.0,162.0,26.0,98.0,19.0,0.0,0.0,0.0,0.0,208.0,640.0,432.0,0.0,73.0,0.0
99263.0,153.0,172.0,32.0,116.0,19.0,2.0,0.0,0.0,0.0,243.0,737.0,494.0,0.0,76.0,0.0
99124.0,174.0,221.0,40.0,120.0,21.0,1.0,0.0,0.0,0.0,299.0,876.0,577.0,0.0,91.0,0.0
98998.0,183.0,258.0,53.0,137.0,25.0,3.0,0.0,0.0,0.0,343.0,1002.0,659.0,0.0,95.0,0.0
98855.0,208.0,292.0,62.0,152.0,30.0,3.0,1.0,0.0,0.0,397.0,1145.0,748.0,0.0,107.0,0.0
98710.0,228.0,326.0,59.0,176.0,39.0,2.0,0.0,1.0,0.0,459.0,1290.0,830.0,0.0,132.0,0.0
98514.0,257.0,366.0,62.0,227.0,48.0,5.0,0.0,1.0,0.0,520.0,1486.0,965.0,0.0,162.0,0.0
98270.0,283.0,434.0,73.0,256.0,56.0,5.0,1.0,1.0,0.0,621.0,1730.0,1108.0,0.0,191.0,0.0
