SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99994.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
99989.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,0.0,0.0
99987.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,0.0,0.0,0.0
99986.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,0.0,0.0,0.0
99984.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,0.0,0.0,0.0
99980.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,14.0,0.0,0.0,300.0
99977.0,3.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,17.0,0.0,0.0,300.0
99973.0,3.0,10.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,27.0,21.0,0.0,0.0,300.0
99969.0,3.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,31.0,22.0,0.0,0.0,300.0
99966.0,3.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,13.0,34.0,21.0,0.0,0.0,300.0
99961.0,6.0,8.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,13.0,39.0,26.0,0.0,0.0,300.0
99951.0,7.0,13.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,49.0,33.0,0.0,0.0,300.0
99943.0,9.0,15.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,19.0,57.0,38.0,0.0,0.0,300.0
99928.0,12.0,20.0,5.0,11.0,2.0,1.0,0.0,0.0,0.0,21.0,72.0,51.0,0.0,0.0,300.0
99913.0,14.0,29.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,24.0,87.0,63.0,0.0,0.0,300.0
99903.0,16.0,32.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,25.0,97.0,72.0,0.0,0.0,300.0
99891.0,15.0,35.0,6.0,19.0,3.0,0.0,0.0,0.0,0.0,31.0,109.0,78.0,0.0,0.0,300.0
99865.0,23.0,41.0,8.0,21.0,3.0,0.0,0.0,0.0,0.0,39.0,135.0,96.0,0.0,0.0,300.0
99835.0,30.0,51.0,8.0,20.0,7.0,0.0,0.0,0.0,0.0,49.0,165.0,116.0,0.0,0.0,300.0
99787.0,41.0,70.0,12.0,28.0,7.0,0.0,0.0,0.0,0.0,55.0,213.0,158.0,0.0,0.0,300.0
99743.0,48.0,84.0,13.0,39.0,8.0,1.0,0.0,0.0,0.0,64.0,257.0,193.0,0.0,0.0,300.0
99695.0,58.0,93.0,22.0,51.0,8.0,0.0,0.0,0.0,0.0,73.0,305.0,232.0,0.0,0.0,300.0
99637.0,70.0,109.0,22.0,61.0,9.0,1.0,0.0,0.0,0.0,91.0,363.0,272.0,0.0,0.0,300.0
99535.0,89.0,152.0,27.0,68.0,13.0,0.0,0.0,0.0,0.0,116.0,465.0,349.0,0.0,0.0,300.0
99439.0,108.0,188.0,28.0,79.0,18.0,0.0,0.0,0.0,0.0,140.0,561.0,421.0,0.0,0.0,300.0
99330.0,126.0,221.0,34.0,95.0,26.0,1.0,0.0,0.0,0.0,167.0,670.0,503.0,0.0,0.0,300.0
99210.0,147.0,252.0,41.0,112.0,28.0,0.0,0.0,0.0,0.0,210.0,790.0,580.0,0.0,0.0,300.0
99043.0,184.0,302.0,54.0,142.0,24.0,1.0,0.0,0.0,0.0,250.0,957.0,707.0,0.0,0.0,300.0
98847.0,227.0,344.0,66.0,182.0,32.0,1.0,0.0,0.0,0.0,301.0,1153.0,852.0,0.0,0.0,300.0
98601.0,284.0,408.0,86.0,209.0,41.0,1.0,0.0,0.0,0.0,370.0,1399.0,1029.0,0.0,0.0,300.0
98332.0,343.0,473.0,97.0,259.0,51.0,3.0,0.0,0.0,0.0,442.0,1668.0,1226.0,0.0,0.0,300.0
97957.0,419.0,618.0,113.0,284.0,64.0,2.0,0.0,1.0,0.0,542.0,2043.0,1500.0,0.0,0.0,300.0
97518.0,513.0,744.0,150.0,337.0,75.0,2.0,0.0,1.0,0.0,660.0,2482.0,1821.0,0.0,0.0,300.0
97031.0,633.0,875.0,179.0,417.0,86.0,1.0,0.0,2.0,0.0,776.0,2969.0,2191.0,0.0,0.0,300.0
96455.0,763.0,1058.0,193.0,510.0,98.0,4.0,0.0,2.0,0.0,917.0,3545.0,2626.0,0.0,0.0,300.0
95717.0,900.0,1297.0,224.0,601.0,124.0,7.0,0.0,2.0,0.0,1128.0,4283.0,3153.0,0.0,0.0,300.0
