SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99993.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
99989.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
99986.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0
99985.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0
99984.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0
99982.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,18.0,13.0
99975.0,5.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,25.0,19.0
99964.0,5.0,9.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,36.0,28.0
99958.0,6.0,12.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,42.0,31.0
99951.0,7.0,13.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,11.0,49.0,38.0
99936.0,10.0,20.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,14.0,64.0,50.0
99918.0,13.0,32.0,4.0,10.0,4.0,1.0,0.0,0.0,0.0,18.0,82.0,64.0
99910.0,15.0,32.0,5.0,9.0,6.0,1.0,0.0,0.0,0.0,22.0,90.0,68.0
99897.0,16.0,38.0,6.0,9.0,5.0,1.0,0.0,0.0,0.0,28.0,103.0,75.0
99874.0,21.0,44.0,7.0,18.0,4.0,1.0,0.0,0.0,0.0,31.0,126.0,95.0
99841.0,32.0,46.0,13.0,26.0,3.0,1.0,0.0,1.0,0.0,37.0,159.0,121.0
99810.0,42.0,55.0,11.0,31.0,5.0,1.0,0.0,1.0,0.0,44.0,190.0,145.0
99782.0,48.0,59.0,13.0,36.0,8.0,1.0,0.0,1.0,0.0,52.0,218.0,165.0
99734.0,63.0,72.0,16.0,41.0,9.0,2.0,0.0,1.0,0.0,62.0,266.0,203.0
99692.0,67.0,91.0,14.0,43.0,13.0,1.0,0.0,2.0,0.0,77.0,308.0,229.0
99609.0,84.0,115.0,19.0,52.0,12.0,1.0,0.0,2.0,0.0,106.0,391.0,283.0
99548.0,95.0,135.0,23.0,55.0,14.0,0.0,0.0,3.0,0.0,127.0,452.0,322.0
99456.0,109.0,158.0,28.0,75.0,16.0,0.0,0.0,3.0,0.0,155.0,544.0,386.0
99366.0,128.0,182.0,27.0,95.0,21.0,1.0,0.0,3.0,0.0,177.0,634.0,454.0
99246.0,150.0,208.0,39.0,110.0,27.0,0.0,0.0,3.0,0.0,217.0,754.0,534.0
99100.0,173.0,241.0,52.0,135.0,27.0,1.0,0.0,3.0,0.0,268.0,900.0,629.0
98942.0,206.0,273.0,62.0,161.0,32.0,2.0,0.0,3.0,0.0,319.0,1058.0,736.0
98752.0,248.0,331.0,73.0,180.0,32.0,3.0,0.0,3.0,0.0,378.0,1248.0,867.0
98523.0,308.0,395.0,74.0,204.0,46.0,3.0,0.0,3.0,0.0,444.0,1477.0,1030.0
98265.0,360.0,458.0,83.0,239.0,60.0,7.0,0.0,3.0,0.0,525.0,1735.0,1207.0
